Index,Message,Description
1,Adding a Runtime class resource (#2080),Added a runtime class resource to the provider.
2,remove defaultSecret warning message (#2085),  remove defaultSecret warning message   add changelog=entry 
3,Update CHANGELOG.md for v2.20.0 release (#2083),
4,Fix an issue with kubernetes_node_taint (#2077),
5,Fix tests for HPAv2Beta2 since it is unavailable in 1.26 (#2078),
6,Add support for module in module resource (#2067),Co-authored-by: John Houston link
7,Remove limit for taints in module resource (#2046),Co-authored-by: John Houston link
8,add force and force_manager attribute docs (#2063),
9,Sdk lints (#2062),
10,Fix diff when importing podspec resources containing volume_mount (#2061),
11,v2.19.0 (#2060),
12,Fix crash in manifest when configuration contains DynamicPseudotyped unknown values. (#2055),"Generate unknown value of the type required by schema, when backfilling unset values during planning."
13,Use actual type of input value in morpher diagnostic. (#2054),Use actual type of input value in morpher diagnostic.
14,Add module resource (#2024),  initial schema   add structures with flatteners and headers   Implement Create and Delete   add serviceAccount attribute   final updated schema   set uid attribute and expiration default value   set empty boundObjectRef to nil   add changelog-entry   add docs   update docs and tests   format fix   add copyright headers   fix tf config format   push requested changes   fix small bugs in test   Refactor changes   add spec flatten and switch spec to optional   update name in tfconfig tokenrequest docs   make attributes in tokenspecfields computed   make spec computed   add forcedNew to spec attributes 
15,🤖 Update examples (#2044),
16,Update GH workflows (#2041),
17,Add acceptance test for the 'scheduler_name' attribute (#2042),
18,Surface diagnostic instead of panic when morpher fails to determine terraform type  (#2018),
19,Bump k8s.io/kubernetes to v1.25.5 (#2040),
20,Add Terraform Config for provisioning aks cluster  (#2030),  wip   WIP   WIP   Add new config for aks test   Added copyright header and moved variables into their own file 
21,Add scheduler_name attribute with docs and test (#2026),  Add scheduler_name attribute with docs and test   add changelog-entry 
22,Created a field for generate_name in secret data source (#2028),  Created a field for generate_name in secret data source   Add changelog file 
23,[COMPLIANCE] Add Copyright and License Headers (#1982),Co-authored-by: hashicorp-copywrite[bot] link
24,Add HashiCorp copyright headers config (#1984),
25,Bump golang.org/x/net from 0.4.0 to 0.7.0 (#2025),Bumps link from 0.4.0 to 0.7.0. - link - link  updated-dependencies: - dependency-name: golang.org/x/net   dependency-type: indirect ... Signed-off-by: dependabot[bot] link Co-authored-by: dependabot[bot] link
26,"Only Remove internal keys from objects,  not templates / job_template (#1983)","  Fix logic to only cut internal keys from objects, not templates   Add changelog-entry   removed unnecessary prefix check   Add logic for annotations to be ignored in object and not in templates/jobTemplates   Add annotation check in config_basic test   fix test fortmat "
27,Update module docs with missing examples (#2021),  Add missing doc info   Add label_selector example with output block 
28,Remove Computed boolean value from volume (#2006),  Remove unnecessary Computed Bool   Add changelog-entry 
29,v2.18.1 (#2012),
30,kubernetes_manifest: fix waiter crash when conditions are not present (#2008),
31,"Update manifest tests, their dependencies and GH workflows (#2000)",
32,v2.18.0 (#1996),
33,Update changelog files (#1995),
34,Fix idempotent delete operation (#1999),
35,Update 'kubernetes_job' and 'kubernetes_job_v1' docs with 'spec.completion_mode' (#1997),
36,🤖 Update GH actions with pinned versions and remove unused workflow (#1993),
37,Update provider docs to mention not using KUBECONFIG (#1989),
38,Update FAQ.md (#1991), Update FAQ.md  Add Sheneska to FAQ.md  Update FAQ.md
39,Add 'timezone' to 'kubernetes_cron_job_v1' (#1971), Add 'timezone' to 'kubernetes_cron_job_v1'   Co-authored-by: Aleksandr Rybolovlev link
40,Add module field to module resource. (#1972),
41,Fix nodes datasource test assertions (#1979),
42,Update k8s.io/kubernetes to v1.25.5 (#1978),
43,Add data source module (#1967),Co-authored-by: John Houston link
44,"Add data source kubernetes_nodes, resource kubernetes_node_taint (#1921)", Add new data source kubernetes_nodes Add new resource kubernetes_node_taint   Co-authored-by: Alex Somesan link
45,Update GitHub release workflow (#1962),
46,Update GitHub workflows to use pinned commit hash versions (#1961),
47,Fix 1322: allow_volume_expansion fix (#1519),  fix src   add tests   Co-authored-by: Mauricio Alvarez Leon link
48,v2.17.0 (#1966),
49,Add GRPC liveness/readiness/startup_probe (#1915),
50,Fix acceptance tests for beta versions of resources (#1958),
51,Update GitHub CodeQL workflow (#1959),
52,.github/workflows: Switch pr-size-labeler action to upstream (#1952),
53,Make Deleting PVs Idempotent (#1935), Make Deleting PVs Idempotent
54,Make attribute 'ingress_class_name' of resource 'kubernetes_ingress_v1' computed (#1947), Make attribute 'ingress_class_name' of resource 'kubernetes_ingress_v1' computed
55,update resources/verbs docs to represent all (#1799),
56,Fix HCL formatting in docs and tests (#1949),
57,Update TF versions in GH workflows (#1940),Update TF versions in GH workflows
58,Upgrade Go dependencies (#1939),
59,"Allow 'generate_name' on cluster role, cluster role binding, and role binding (#1899)"," Allow 'generate_name' on cluster role, cluster role binding, and role binding"
60,Add kubernetes_ingress_v1 timeouts (#1936), Add kubernetes_ingress_v1 timeouts
61,Update documentation (#1922), Update documentation
62,Update docs (#1944),
63,v2.16.1 (#1927),
64,Delete outdated ROADMAP.md (#1924),
65,Make more resource delete operations idempotent  (#1919),
66,Make delete operation for resources idempotent (#1914),Co-authored-by: Aleksandr Rybolovlev link
67,Add CODEOWNERS file (#1903),
68,Modify delete operation for namespaces (#1898),  Modify delete operation for namespaces Please enter the commit message for your changes. Lines starting   Add changelog entry   Co-authored-by: John Houston link
69,Release v2.16.0 (#1904), Release v2.16.0
70,"Fix timeouts for StatefulSet, Deployment, and DaemonSet (#1902)"," Fix timeouts for StatefulSet, Deployment, and DaemonSet"
71,"Update module schema for Pod, DaemonSet and Deployment (#1889)"," Update 'container.resources' schema for Pod, DaemonSet and Deployment"
72,Mark attribute 'default_secret_name' as deprecated in the documentation (#1883), Mark attribute 'default_secret_name' as deprecated in the documentation
73,Add a new optional attribute 'runtime_class_name' to 'pod.spec' (#1895), Add a new optional attribute 'runtime_class_name' to 'pod.spec'  Signed-off-by: Kyle Carberry link Co-authored-by: Aleksandr Rybolovlev link
74,Update Pod related documentation -- spec.container.resources (#1882),
75,Add fs_group_change_policy to security_context (#1892),Co-authored-by: Gil De Grove link Co-authored-by: Sheneska Williams link
76,Do not remove server side fields for datasources (#1802),"Do not remove server side fields for datasources It does not make sense to delete server side fields for datasources, the user should be responsible for not creating loops which would cause a perpetual diff. This allows reading the status field for the generic module datasource. Thus this PR Fixes this issue : https://github.com/hashicorp/terraform-provider-kubernetes/issues/1699 Signed-off-by: Julien DOCHE link"
77,fix waiter crash when status not present (#1871),
78,Add a new data source kubernetes_endpoints_v1 (#1805), Add a new data source kubernetes_endpoints_v1  Signed-off-by: Damien Goldenberg link
79,Fix tests formating (#1886),
80,v2.15.0 (#1887),
81,Correct formatting in examples (#1874),
82,Change 'api_version' from 'v1alpha1 ' to 'v1beta1' in documentation (#1828) (#1828),
83,Correct some errors in manifest documentation (#1834),Correct some errors in manifest documentation
84,Fix module attribute of module (#1853),
85,Add support for CronJob to kubernetes_env resource (#1869),Co-authored-by: John Houston link
86,[COMPLIANCE] Update MPL 2.0 LICENSE (#1870),Co-authored-by: hashicorp-copywrite[bot] link
87,Add resource_kubernetes_env (#1838),  initial resource commit   add basic CRUD functions   add metadata block and create logic   add update function   add force attribute   add read function & getEnvs function   add field_manager attribute   fix read function   Add read function   Add Delete function   draft createEnv function in test   complete draft kubernetes_env_test.go   remove unnecessary getEnvs function   Finish Test for kubernetes_env_test   Add kubernetes_env docs   add value_from attribute to tests   add value_from to schema   Add Flatten Function   Update kubernetenv_test   Add changelog-entry   Format Env Docs   Fix test format   Update website/docs/r/env.html.markdown   Co-authored-by: John Houston link   Last Formatting Steps   Update structures_container.go   Add changelog-entry   Delete extra changelog   Add missing info   Add changelog-entry   Description Change   Co-authored-by: John Houston link
88,"Add ""field_manager"" attribute  (#1831)",
89,Enable AWS test infra to scale across variable number of AZ (#1861), Enable AWS test infra to scale the number of AZs Adapt GH action to new test-infra inputs Update auth plugin API version
90,Update CHANGELOG.md for v2.14.0 release (#1859),
91,Update 'service(_v1)' resource documentation (#1856),
92,Update tools versions and install changelog commands (#1858),
93,Update EKS GH Action workflow (#1855),
94,[TK-1425] Parallelize acc tests & use gke-gcloud-auth-plugin (#1815),Improve acceptance test robustness: * Add tool to generate prefix groups from list of tests * Enable gke-gcloud-auth-plugin in GKE test-infra setup * Parallelize acceptance test runs based on test name prefix groups
95,"Add ""immutable"" attribute to kubernetes_config_map data source (#1854)",
96,Add immutable to configmaps (#1849),  add immutable attribute to config_map resource   add test for immutable attribute   Fix bool value not updating on create   Update Config_Map Docs   Add changelog-entry   Co-authored-by: BBBmau link
97,Add preemption_policy attribute to priority_class resource (#1846),
98,Fix typo on an example (#1843) (#1845),As mentioned in #1843. The example is mentioning a resource not being used (kubernetes_service) when the correct is kubernetes_service_v1.
99,Add module option for the resource module (#1833), Add 'wait_for_service_account_token' option for the resource 'kubernetes_secret'
100,Autogenerate documentation with tfplugindocs (#1752),  add tfplugindocs   add changelog-entry 
101,Fix job deletion fail ttl (#1825),  add status checker for if job exists   update kubernete_job docs 
102,Add Autogenerate changelog generation (#1800),  add go-changelog   update changelog_guide.md location   change note repo   change provider name 
103,[TK-1382] Upgrade SDKs (#1798),  Upgrade terraform-plugin-go to v0.13.0   Upgrade terraform-plugin-sdk to v2.20.0   Upgrade terraform-plugin-mux to v0.7.0   Copy updated 'plugintest' and 'logging' packages from terraform-plugin-sdk module   Re-vendor github.com/hashicorp/terraform-plugin-log after fixing dependent import paths   Update webhook setup for kubernetes_manifest ComputedFields acceptance test.   Update checks on TestAccKubernetesStatefulSet_Update   Update checks on TestAccKubernetesNetworkPolicy_basic   Update checks on TestAccKubernetesPersistentVolume_hostPath_nodeAffinity   Bump versions yet again 
104,update TF & EKS Cluster Versions (#1816),
105,Update CHANGELOG.md for v2.13.1 release (#1820),
106,[TK-78009] Fix propagation of non-fatal Diagnostics in the type morphing logic (#1813)," Fix type ""morpher"" to correctly bubble up non-error diagnostics"
107,update labeled_issues.yml (#1811),update with new project ID
108,add test for loadbalanceingress IP/Hostname check (#1797),  add test for loadbalanceingress IP/Hostname check   update loadIngress test   remove no_rollout_wait test   update test to check for GKE label in node   update gke condition check 
109,Update CHANGELOG.md file for release v2.13.0 (#1810), Update CHANGELOG.md file for release v2.13.0
110,Better error messages from OpenAPI schema transformations (#1780), Better error messages from OpenAPI schema transformations Don't error out on extraneous attributes present in configuration. Just ignore them. Update webhook setup for kubernetes_manifest ComputedFields acceptance test.
111,[TK-1373] Update resource and data of 'kubernetes_(default_)service_account' to handle deprecated 'default_secret_name' in Kubernetes 1.24.0+ (#1792), Update resource and data of 'kubernetes_(default_)service_account' to handle deprecated 'default_secret_name' in Kubernetes 1.24.0+
112,Adapt AKS infra for managed identity rather than explicit service account creds (#1784),
113,Update storage_class.html.markdown (#1786), Update storage_class(_v1).html.markdown
114,Change default value of the variable 'enable_alpha' to 'false' for the GKE test cluster (#1787),
115,Update GH actions [GKE] to install gcloud beta component (#1783),
116,Update KUBECONFIG call (#1779), update KUBECONFIG call
117,Set GKE test tf wrapper to false (#1778), terraform-wrapper: false
118,GKE Tests Append $GITHUB_ENV (#1777), append to $GITHUB_ENV
119,GKE Update Credentials (#1776), Update GKE workflow
120,Fix credentials in GKE github action (#1772),
121,Add GKE acceptance tests to Github Actions (#1771),
122,Update FAQ.md (#1768), Update FAQ.md update with the latest team changes
123,Update CHANGELOG.md for module release (#1766), Update CHANGELOG.md for v2.12.1 release
124,Fix the issue when provider crashes after introducing new fields on the provider level (#1764), Fix the issue when provider crashes after introducing new fields on the provider level
125,Fix type morphing of nested tuples (#1756), Fix type morphing of nested tuples - use downstream morphed sub-types to compose final element type Better unit tests for tuple morphing
126,docs: fix typos ingore and ignote (#1759),
127,Add warning for exec plugins using v1alpha1 (#1758),
128,Update CHANGELOG.md for v2.12.0 (#1725),
129,bump-v3-yaml (#1727),  bump-v3-yaml   tidy go mod 
130,kubernetes_service_account: fix image_pull_secrets crash due to empty map (#1744),
131,Change topology_key to required attribute (#1743),
132,Update log messages of kubernetes_secret (#1731),
133,Incorrect conversion between integer types (#1730),  change from atoi() to parseInt()   make fmt 
134,Fix manifest re-create issue after import (#1716), Manifest: import ear-marks resource for next plan to avoid forcing re-create Bump github.com/hashicorp/hc-install to v0.3.2
135,[DO NOT MERGE] RelAPI Onboarding  (#1670),  Necessary bits to onboard project to the Releases API   some updates made after testing   update comment   Update to include terraform registry manifest   Co-authored-by: Jeanne Angeles Franco link
136,Add new data source and resource attributes of module (#1700), Add new data source and resource attributes of kubernetes_service(_v1)
137,Add module and module to provider block (#1687),
138,Fix kubernetes default service account (#1586), Fix resource 'kubernetes_default_service_account'
139,Fix kubectl command in getting started docs (#1708),
140,Fix HCL formatting in manifest documentation page (#1706),
141,Add nested module block to module block (#1595),
142,Update CHANGELOG.md v2.11 with missed bug fix (#1704),
143,Update CHANGELOG.md for v2.11.0 release,
144,Fix cluster role aggregation rules selectors (#1697),
145,Add a new resource module (#1674)," Add a new resource HPAv2, update k8s libraries to the latest version v0.23.5, update go to 1.18"
146,Fix identification of 'int-or-string' type attributes to include 3rd party types defined by aggregated APIs (#1640),
147,Handle 'x-kubernetes-preserve-unknown-fields' type annotation (#1646), Handle 'x-kubernetes-preserve-unknown-fields' type annotation in OpenAPI: changes to attributes of this type trigger whole resource recreation.
148,Fix conversion of big.Float to float64 in kubernetes_manifest (#1661), big.Float to float64 conversion accuracy indicator is not an error More precise testing of float handling in manifest
149,Upgrade terraform-plugin-mux to v0.6.0 (#1686),"  Upgrade terraform-plugin-mux to v0.6.0   Rebase on main, go mod tidy & go mod vendor   Test helper adaptations after rebase on newer plugin-test   Co-authored-by: Alex Somesan link"
150,Copy test framework packages from terraform-plugin-sdk (#1666),  Bring in the plugin test framework as an internal package   Bring in the plugin test logging framework as an internal package   go mod tidy & vendor   Adapt manifest acceptance tests to internal test framework 
151,Add module and module attributes to module (#1662), Add 'ip_families' and 'ip_family_policy' attributes of data source and resource 'kubernetes_service'
152,Add github action for acceptance tests using kind (#1691),
153,Remove outdated regression tests (#1689),
154,Fix terraform version in EKS acceptance tests action,
155,Make terraform version for EKS acceptance tests configurable,
156,Add terraform version to EKS acceptance tests action,
157,Fix terraform variables in EKS acceptance tests action,
158,Add inputs to EKS acceptance test action,
159,Add GitHub action for EKS acceptance tests (#1656),
160,v2.10.0 (#1680),
161,"Move resources manifest, labels, annotations, and data source resource under the subcategory manifest (#1681)",
162,Fix EKS acceptance tests (#1678),
163,Fix GKE acceptance tests (#1677), Fix GKE acceptance tests
164,Add module attribute to module (#1668), Add 'app_protocol' attribute of resource and data source 'kubernetes_service'
165,Add kubernetes_config_map_v1_data resource (#1671),
166,Update labeled_issues.yml (#1550),
167,Add wait block with rollout field to module (#1549),
168,Add support for HPA Container Resource metrics (#1647), Add a new metric type 'container_resource' of resource 'kubernetes_horizontal_pod_autoscaler_v2beta2'.
169,Ignore service account volumes with kube-api-access prefix (#1663),
170,Fix issue when the change of seLinuxOptions.Type doesn't update the state file (#1650),
171,Add kubernetes_annotations resource (#1660),
172,Make attribute 'rule' optional of validating_webhook_configuration_v1 and mutating_webhook_configuration_v1 (#1628), Make attribute 'rule' of resources mutating_webhook_configuration and validating_webhook_configuration optional.
173,Fix crash when multiple match_expression are used in kubernetes_resource_quota (#1658),
174,Update HPA documentation (#1657),
175,Add kubernetes_labels resource (#1616),
176,Fix subcategory for kubernetes_mutating_webhook_configuration_v1,
177,v2.9.0  (#1648),
178,"Move ingress_class_name to an argument, in spec block (#1612)",
179,Update GKE infra code to support aplha features. (#1645),
180,Don't fail when unable to find default SA token secret (#1634), Don't fail when unable to find default SA token secret. It may have been replaced.
181,Add release GitHub Action (#1615),
182,Add a new securityContext attribute 'seccomp_profile' to pod and container spec (#1617), Add a new attribute 'seccomp_profile' to pod and container spec under 'security_context'.
183,Make attribute http of resource kubernetes_ingress_v1 optional (#1613), Make attribute http of resource kubernetes_ingress_v1 optional.
184,"Handle case when Job has been completed and removed, and the provider cannot read its status. (#1619)",
185,Update 'Docker config' code example of kubernetes_secret(_v1) resource. (#1626),
186,Fix watiForDeploymentReplicasFunc not waiting for rollout to finish (#1405),
187,Force new resource when changing apiVersion or Kind (#1593)," Force new resource when changing apiVersion, Kind, metadata name or namespace"
188,csi pod volume (#1092), Fix CSI pod volume.
189,Add module data source (#1548),
190,Update nginx image version and liveness probe target in examples (#1611),
191,Manifest: update logging setup in acceptance tests (#1600),  Update plugin-go to v0.7.1   Update logging setup in acceptance tests to acoomodate recent changes in terraform-plugin-go logging   Fix go modules 
192,Remove reference to non-existant TemplateRef argument (#1597),
193,Update FAQ.md (#1599),add new team member
194,v2.8.0,
195,Update CHANGELOG for v2.8.0,
196,Implement type hinting - fixes IntOrString handling (#1590),"Implement type hinting mechanism. We use this to carry over additional metadata from the OpenAPI conversion, in case the resulting types are aproximated with tftypes. The current use-case is the aproximation of IntOrString as tftypes.String while still being able to reconstruct it accurately when generating the API request payload. Also: * Extend Service manifest example with two types of targetPort values * Choose log level from all available env variables or default to off."
197,Update terraform-plugin-go and terraform-plugin-sdk (#1551),Co-authored-by: Alex Somesan link
198,Update kubernetes dependencies (#1574),
199,remove enabling experiment section (#1564),
200,module in module should be type String  (#1541),Co-authored-by: John Houston link
201,Update FAQ.md to reflect current team (#1542),
202,Add mutating_webhook_configuration_v1 data source (#1423),
203,Fix 1214: update timeout and fix broken link (#1527),  update timeout and fix broken link   fix linting 
204,GKE test infra: use gcloud as auth provider (#1540),GKE test infra: use gcloud as auth provider
205,Update test infrastructure for GKE to match recent Terraform patterns,
206,v2.7.1,
207,Update CHANGELOG.md for v2.7.1 release,
208,Test type-morphing of Object to Object,
209,Test type-morphing of Map to Map,
210,Fix type-morphing of Map into Map,
211,Update GHA stale bot issue message (#1526), Update GHA stale bot issue message  Update what the GHA bot leaves as a comment when marking a stale issue as stale. TH  refine stale bot message for clarity
212,Update issue-opened.yml,
213,Update Github Token in stale issue task (#1361),
214,v2.7.0,
215,Update CHANGELOG for v2.7.0 (#1514),
216,Use subcategories to group resources into API groups (#1513),
217,Add null element case to morph unit test,
218,Update CRD structure assertions,
219,Add null attribute to CRD acceptance test to validate correct handling of null,
220,Handle morphing into same type instead of reusing config values,
221,Fix mishandling of 'null' values in configuration during type morphing,
222,Clean up go.mod,
223,Use Go 1.16,
224,Don't repeat reading OpenAPI spec after each apply,
225,Bump client-go to v0.21.7,
226,Enable cached RESTMapper,
227,Add documentation page explaining version suffixes (#1504),
228,Update README.md TF logo location,
229,Fix invalid allowedHostPaths PodSecurityPolicy patch,
230,Remove references to 'kubernetes_alpha' provider from Service tests.,
231,Update actions/stale version (#1502),
232,Add aliases for v1 resources (#1484),"This commit adds a version suffix to each resource. Most resources are v1, with the exception of PodSecurityPolicy and HorizontalPodAutoscaler which also have v1beta1 and v2beta2 respectively. This is so Terrafom has an explicitly versioned schema for each resource version, rather than having to include attributes from different API versions in a single schema and figure out which API version needs to be used. This will make the provider easier to maintain, and subsequently to automate the code generation of resource schemas for each API version."
233,Fix crash when env is empty,
234,Fix logo,
235,Add kuberentes_manifest acceptance tests for Service (#1486),Co-authored-by: Phil Sautter link
236,Add support for certificates/v1 API (#1473),
237,Update GH action github/issue-labeler to v2.4,
238,Add support for networking/v1 (#1458),Co-authored-by: Daniel Sonck link Co-authored-by: Ilia Lazebnik link
239,Add support for storage/v1  (#1457),Co-authored-by: Alex Somesan link
240,v2.6.1,
241,Update CHANGELOG.md for v2.6.1,
242,Remove reference to beta status of kubernetes_manifest,
243,Fix import ID syntax in manifest import docs,
244,Check env and exec blocks are fully known,
245,Update manifest.html.markdown,
246,v2.6.0,
247,Update CHANGELOG for v2.6.0,
248,Acceptance tests for CRD multiversion fix,
249,Hack: work around CRD.spec.versions type corruption,
250,Default kubernetes_manifest experiment to true (#1436),
251,Add missing build tag to test file,
252,Acceptance test for emtpy blocks,
253,Fix tests,
254,Remove type exceptions for CRD spec.subresources.status. Now covered generically as empty block.,
255,Filter empty objects unless set by user before API payload generation,
256,Experiment with handling empty blocks,
257,v2.5.1,
258,Update CHANGELOG.md for v2.5.1,
259,Bump terraform-plugin-go to v0.3.1 (#1449),
260,Add cluster version gate to nonstructural CRD test,
261,Vendor github.com/Masterminds/semver,
262,Extract API version retrieval logic into reusable method,
263,Acceptance test for CRD with explicit metadata in openAPIV3Schema,
264,Always generate standard ObjectMeta for CRD types,
265,Add proxy_url attribute to provider configuration block (#1441),Co-authored-by: John Houston link Co-authored-by: Peter Hrvola link
266,Add behavior field to horizontal_pod_autoscaler (#1030),Co-authored-by: tuannvm link Co-authored-by: John Houston link
267,Add immutable field to kubernetes_secret (#1280),Co-authored-by: John Houston link
268,Add acceptance test for cert-manager (#1417),
269,Add build matrix for multiple k8s versions,
270,Fix docs formatting for kubernetes_secret (#1434),
271,Add kubernetes_ingress_class resource (#1236),Co-authored-by: John Houston link
272,Replace heredoc with jsonencode in docs (#1327),
273,"Fix kubernetes_job ""No waiting"" documentation example (#1383)",
274,Allow setting kubernetes_job parallelism to zero (#1334),
275,Copy kubernetes_manifest examples from alpha repository (#1401),
276,Fix failing unit test for parseImportID (#1426),
277,Import fixes (#1422), Include missing computed_attributes value in imported state Fix namespace deletion in acceptance test Disable client-go deprecation warnings in tests
278,Fix documentation example for field_manager block (#1410),
279,v2.5.0,
280,Correct changelog header,
281,Release notes for v2.5.0,
282,Fix import and some tests,
283,Code review suggestions,
284,Adapt alreadyExists test to use generic delete helper.,
285,Fix import ID structure in import acceptance test,
286,"key-value, comma-separated import ID + more verbose guidance during",import
287,Add checks for min TF version and feature flag,
288,Remove usage of go-spew,
289,Fix website linter issues,
290,Docs for importing kubernetes_manifest,
291,,test helper for creating ConfigMap resources generic test helper for deleting resources
292,Acceptance test for kubernetes_manifest import operation,
293,Add import support for kubernetes_manifest,
294,Discover supported apiVersion for CRD via RESTMapper,
295,Add acceptance test,
296,Don't fail when new attribute path is not completely present in previous state,
297,fix doc linter errors,
298,"Rename ""computed_attributes"" to ""computed_fields""",
299,Update documentation to reflect computed_attributes on the resource config.,
300,"Move ""computed_attributes"" to the ""kubernetes_manifest"" resource instead of provider block.",
301,fix doc linter issues,
302,"Usage guide for ""computed_attributes""",
303,computed_attributes reference documentation,
304,Allow configuration for 'computed_attributes' in provider block,
305,GH workflow changes for annotations acceptance test,
306,Acceptance test for computed attributes,
307,"Prerequisites for ""computed"" attributes acceptance test:",* a mutating webhook which adds an annotation to any object * Terraform configuration to build and deploy the webhook
308,"Support for ""computed"" attributes",
309,Add field_manager block to kubernetes_manifest resource (#1333),This exposes the field manager options available via kubectl by adding a field_manager block that allows the user to change the field manager name and force conflicts equivalent to --field-manager and --force-conflicts.
310,Add timeouts block to kubernetes_manifest (#1353), Add timeouts block to kubernetes_manifest  This commit adds a timeouts block to the kubernetes_manifest resource to give parity with resources implemented with the SDK. See here: https://www.terraform.io/docs/extend/resources/retries-and-customizable-timeouts.html Co-authored-by: Alex Somesan link
311,Docs for ingress_class_name in kubernetes_ingress,
312,Check that resource exists before trying to create (#1390),
313,Fix typo in kubernetes_manifest documentation (#1368),
314,Document that kubernetes_manifest must be enabled in the provider block. (#1350),
315,v2.4.1,
316,v2.4.1 (#1346),
317,Update website/docs/r/manifest.html.markdown,Co-authored-by: John Houston link
318,Update manifest/provider/configure.go,Co-authored-by: John Houston link
319,Fix dead link,
320,Refine documented minimum requirements for kubernetes_manifest resource,
321,Align names of environment varible for manifest experiment flag,
322,Delay checking min Terraform version until we know we have kubernetes_manifest resources,
323,Fix docs typos for kubernetes_manifest (#1343),
324,v2.4.0,
325,Upgrade guide for 'kubernetes_manifest' resources. (#1340),
326,Test configs for kubernetes_manifest reference old alpha provider (#1338),
327,go mod tidy & go mod vendor,
328,Align import paths to after incorporating kubernetes_manifest from 'github.com/hashicorp/terraform-provider-kubernetes-alpha',
329,v2.4.0,
330,Remove link to alpha provider (#1335),
331,Add module resource (#1320),This commit adds the kubernetes_manifest resource using terraform-plugin-mux. The resource is implemented as its own provider in the manifest/ directory. This code was copied from https://github.com/hashicorp/terraform-provider-kubernetes-alpha.  Thank you to everyone who contributed to this repository.  Co-authored-by: Alex Somesan link Co-authored-by: Stef Forrester link Co-authored-by: Andrew Z Allen link Co-authored-by: Maartje Eyskens link Co-authored-by: Marcio Rodrigues link Co-authored-by: Michael Parker link Co-authored-by: jan-eat link Co-authored-by: kevinvermeersch link Co-authored-by: Joseph Page link
332,Upgrade Terraform SDK to 2.7.0 (#1318),
333,.github/workflows: Fix waiting-response label removal (#1306),Reference: https://github.com/hashicorp/terraform-provider-kubernetes/labels/waiting-response
334,v2.3.2,
335,Update CHANGELOG.md,
336,Migrate from GitHub HashiBot pull_request_size_labeler behavior to GitHub Actions (#1304),
337,docs/stateful_set: add import section (#1287),
338,"Revert ""Filter well known labels and annotations (#1253)"" (#1298)"," Revert ""Filter well known labels and annotations (#1253)""  This reverts commit e5b56a9f4266c3365844a8cab517475ccbc5befb.  Allow app.kubernetes.io to be user specified"
339,v2.3.1,
340,Update CHANGELOG.md,
341,Add missing labels (#1295),
342,Update CHANGELOG.md,
343,kubernetes_service: cluster_ip should support None (#1292),  cluster_ip for service should support None   Update CHANGELOG for v2.3.1 
344,Migrate most GitHub HashiBot behaviors to GitHub Actions (#1288),GitHub HashiBot is being deprecated and this replaces behaviors with equivalent workflows in GitHub Actions. The module behavior will be handled one an upstream enhancement is merged (or if we decide to use a fork with the change).
345,remove self-link from metadata (#1294),Fix perpetual diff in some resources https://github.com/hashicorp/terraform-provider-kubernetes/issues/1172
346,v2.3.0,
347,Update CHANGELOG.md,
348,Update changelog for next release (#1290),
349,Add missing annotations (#1289),Fix perpetual diffs introduced in PR https://github.com/hashicorp/terraform-provider-kubernetes/pull/1253
350,Clean up makefile to remove duplicate tests (#1286),"  Clean up duplicate lint target in makefile.   Conditionally run docker login in GH actions, to fix PR test failures. "
351,Datasource: module: add module attribute (#1285),"In case where we're dealing with secrets that contain, for instance, SSL certificates in PFX format - binary value of the secret becomes corrupted on retrieval. This additional attribute encodes only the values in base64, allowing us to consume binary data as is."
352,Migrate travis tests to actions (#1283), Migrate tests to actions  Co-authored-by: Stef Forrester link
353,add validations (#1279),
354,Add support for stand-alone debug mode (launch with -debug argument) (#1277),
355,r/pod - add plan time validations (#1275),  add validations   pod impot tests   pod impot tests 
356,add validations (#1278),
357,add validations (#1276),
358,Add validators for kubernetes_service schema (#1273),Also added import tests for this resource
359,Filter well known labels and annotations (#1253),Co-authored-by: John Houston link
360,Allow updating deployment strategy from module to module (#1255),Allow in-place update to change the Deployment strategy from module to module.
361,Update EKS example to use two applies (#1260),"In order to avoid provider configuration issues associated with a single-apply create, use two applies, and use the AWS provider rather than the EKS cluster module."
362,Allow deleting volume_mount from kubernetes_deployment (#1246),
363,Add diff suppression for hard limits on kubernetes_resource_quota (#1251),Co-authored-by: John Houston link
364,Add scope_selector to kubernetes_resource_quota (#1244),
365,v2.2.0,
366,Update CHANGELOG.md,
367,Docs: fix typo in getting started guide (#1262),
368,Update experimental CI for EKS (#1261),"In order to avoid provider configuration issues associated with a single-apply create, use two applies, and use the AWS provider rather than the EKS module."
369,Enable links check and fix 2 links (#1259),
370,Docs: fix broken links (#1041),Update links to Kubernetes docs and examples.
371,r/service - allow updating ClusterIP to ExternalName + NodePort to ClusterIP (#1243),Allow updating configuration to support any Service type:   Remove module when updating configuration to module type.   Remove module when updating to module type.   Co-authored-by: Stef Forrester link
372,Update all go modules (#1240),"Update all dependencies. Also, remove tools.go, which was used in the makefile for package installation. This is no longer needed as of Go version 1.16. https://tip.golang.org/doc/go1.16#go-command"
373,Update EKS module version to work with terraform 0.15 (#1254),
374,Match specific tolerations to prevent diffs (#978),"Only filter out specific tolerations, to keep them from being added to state. This fixes a bug where user-specified tolerations were unable to save to state."
375,Update CHANGELOG.md,
