Index,Release Note
77,"ENHANCEMENTS:

resource/aws_account_alternate_contact: Add configurable timeouts (link)
resource/aws_s3_bucket: Add error handling for module errors when reading module and module into terraform state. (link)
resource/aws_s3_bucket: Add top-level module parameter (link)
resource/aws_s3_bucket_replication_configuration: Add module field to specify
x-amz-bucket-object-lock-token for enabling replication on object lock enabled
buckets or enabling object lock on an existing bucket. (link)
resource/aws_servicecatalog_budget_resource_association: Add configurable timeouts (link)
resource/aws_servicecatalog_constraint: Add configurable timeouts (link)
resource/aws_servicecatalog_organizations_access: Add configurable timeouts (link)
resource/aws_servicecatalog_portfolio: Add configurable timeouts (link)
resource/aws_servicecatalog_portfolio_share: Add configurable timeouts (link)
resource/aws_servicecatalog_principal_portfolio_association: Add configurable timeouts (link)
resource/aws_servicecatalog_product: Add configurable timeouts (link)
resource/aws_servicecatalog_product_portfolio_association: Add configurable timeouts (link)
resource/aws_servicecatalog_provisioned_product: Add configurable timeouts (link)
resource/aws_servicecatalog_provisioning_artifact: Add configurable timeouts (link)
resource/aws_servicecatalog_service_action: Add configurable timeouts (link)
resource/aws_servicecatalog_tag_option: Add configurable timeouts (link)
resource/aws_servicecatalog_tag_option_resource_association: Add configurable timeouts (link)
resource/aws_synthetics_canary: Add optional module to module. (link)

BUG FIXES:

resource/aws_account_alternate_contact: Improve eventual consistency handling to avoid ""no resource found"" on updates (link)
resource/aws_image_builder_image_recipe: Fix regression in 4.3.0 whereby Windows-based images wouldn't build because of the newly introduced module argument. (link)
resource/aws_kms_external_key: Increase module eventual consistency timeout from 5 minutes to 10 minutes (link)
resource/aws_kms_key: Increase module and module eventual consistency timeouts from 5 minutes to 10 minutes (link)
resource/aws_kms_replica_external_key: Increase module eventual consistency timeout from 5 minutes to 10 minutes (link)
resource/aws_kms_replica_key: Increase module eventual consistency timeout from 5 minutes to 10 minutes (link)
resource/aws_s3_bucket_lifecycle_configuration: Correctly configure module and module in API requests and terraform state (link)
resource/aws_s3_bucket_lifecycle_configuration: Prevent drift when module or module is not specified (link)
resource/aws_s3_bucket_replication_configuration: Correctly configure empty module configuration block in API requests (link)
resource/aws_s3_bucket_replication_configuration: Ensure both module and module arguments of the module configuration block are correctly populated in the outgoing API request and terraform state. (link)
resource/aws_s3_bucket_replication_configuration: Prevent inconsistent final plan when module is an empty string (link)
"
78,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ec2_transit_gateway: Add module attribute (link)
data-source/aws_eks_node_group: Add module attribute (link)
resource/aws_apprunner_service: Add module argument (link)
resource/aws_cloudwatch_metric_alarm: Additional allowed values for module and module arguments (link)
resource/aws_ec2_transit_gateway: Add link block (link)
resource/aws_ec2_transit_gateway: Add module argument (link)
resource/aws_eks_cluster: Retry when module errors are returned from the AWS API during resource deletion (link)
resource/aws_glue_job: Add support for link by removing the default value for the module argument and marking it as Computed (link)
resource/aws_lambda_function: Add support for module module value (link)
resource/aws_lambda_layer_version: Add support for module module value (link)
resource/aws_route: module target no longer conflicts with module (link)

BUG FIXES:

resource/aws_dms_endpoint: Fix bug where KMS key was ignored for DynamoDB, OpenSearch, Kafka, Kinesis, Oracle, PostgreSQL, and S3 engines. (link)
resource/aws_networkfirewall_rule_group: Allow any character in module and module module arguments as per the AWS API docs (link)
resource/aws_opsworks_application: Fix error reported on successful deletion (link)
resource/aws_opsworks_custom_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_ecs_cluster_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_ganglia_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_haproxy_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_instance: Fix error reported on successful deletion (link)
resource/aws_opsworks_java_app_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_memcached_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_mysql_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_nodejs_app_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_php_app_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_rails_app_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_rds_db_instance: Correctly remove from state in certain deletion situations (link)
resource/aws_opsworks_stack: Fix error reported on successful deletion, lack of eventual consistency wait (link)
resource/aws_opsworks_static_web_layer: Fix error reported on successful deletion (link)
resource/aws_opsworks_user_profile: Fix error reported on successful deletion (link)
resource/aws_route53_resolver_firewall_domain_list: Remove limit for number of module. (link)
resource/aws_synthetics_canary: Retry canary creation if it fails because of IAM propagation. (link)
"
79,"NOTES:

resource/aws_internet_gateway: Set module as Computed to prevent drift when the module resource is used (link)
resource/aws_s3_bucket_lifecycle_configuration: The module argument of the module configuration block has been deprecated. Use the module configuration block instead. (link)

FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ec2_transit_gateway: Add module attribute (link)
provider: Improves error message when module and static credential environment variables are set. (link)
provider: Makes module an optional parameter to allow sourcing from shared config files and IMDS (link)
provider: Retrieves region from IMDS when credentials retrieved from IMDS. (link)
resource/aws_connect_queue: The module argument can now be updated in-place (link)
resource/aws_connect_security_profile: add module attribute to read (link)
resource/aws_ec2_fleet: Add module argument (link)
resource/aws_ec2_transit_gateway: Add module argument (link)
resource/aws_imagebuilder_image_pipeline: Add module argument (link)
resource/aws_imagebuilder_image_recipe: Add module argument (link)
resource/aws_instance: Prevent double base64 encoding of module and module on update (link)
resource/aws_s3_bucket: Add error handling for module error when reading module into terraform state (link)
resource/aws_s3_bucket_object_lock_configuration: Mark module argument as sensitive (link)
resource/aws_servicecatalog_provisioned_product: Add module attribute (link)

BUG FIXES:

provider: Validates names of named profiles before use. (link)
resource/aws_dms_replication_task: Allow module to be computed (link)
resource/aws_ecs_cluster: Fix bug preventing describing clusters in ISO regions (link)
"
80,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

provider: Add module argument (link)
provider: Add module argument (link)
provider: Expands environment variables in file paths in provider configuration. (link)
provider: Updates list of valid AWS regions (link)
resource/aws_dms_endpoint: Add module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module arguments (link)
resource/aws_elasticache_replication_group: Add plan-time validation to module and module to ensure non-empty strings (link)
resource/aws_fms_policy: Add module argument (link)
resource/aws_fms_policy: Add module argument and module attribute to support resource tagging (link)
resource/aws_imagebuilder_image_recipe: Update plan time validation of module, module, module, module, module. (link)
resource/aws_instance: Allow updates to module and module without forcing resource replacement (link)
resource/aws_s3_bucket: Add error handling for module and module errors when reading module into terraform state. (link)
resource/aws_s3_bucket: Add error handling for module errors when reading module, module, or module into terraform state. (link)

BUG FIXES:

provider: Credentials with expiry, such as assuming a role, would not renew. (link)
provider: Setting a custom CA bundle caused the provider to fail. (link)
resource/aws_iam_instance_profile: Improve tag handling in ISO regions (link)
resource/aws_iam_openid_connect_provider: Improve tag handling in ISO regions (link)
resource/aws_iam_policy: Improve tag handling in ISO regions (link)
resource/aws_iam_saml_provider: Improve tag handling in ISO regions (link)
resource/aws_iam_server_certificate: Improve tag handling in ISO regions (link)
resource/aws_iam_service_linked_role: Improve tag handling in ISO regions (link)
resource/aws_iam_virtual_mfa_device: Improve tag handling in ISO regions (link)
resource/aws_s3_bucket_lifecycle_configuration: Ensure both module and module arguments of the module module configuration block are correctly populated in the outgoing API request and terraform state. (link)
resource/aws_s3_bucket_lifecycle_configuration: Prevent non-empty plans when module is an empty configuration block (link)
"
81,"BUG FIXES:

resource/aws_ecs_capacity_provider: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_cluster: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_service: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_task_definition: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_task_set: Fix tagging error preventing use in ISO partitions (link)
resource/aws_waf_rule_group: Prevent panic when expanding the rule group's set of module (link)
resource/aws_wafregional_rule_group: Prevent panic when expanding the rule group's set of module (link)
"
82,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_imagebuilder_image_pipeline: Add module attribute (link)
data-source/aws_kms_public_key: Add module attribute (link)
resource/aws_api_gateway_authorizer: Add module attribute. (link)
resource/aws_autoscaling_group: Disable scale-in protection before draining instances (link)
resource/aws_cloudformation_stack_set: Add module argument (link)
resource/aws_elastic_transcoder_preset: Add plan time validations to module,  module,
module,module, module, module,
module, module, module, 
module, module, module, module, module,
module, module, module, module, module, module,   module,  module, module, module, 
module, module, module, module (link)
resource/aws_elastic_transcoder_preset: Allow module to be computed. (link)
resource/aws_gamelift_build: Add module argument to module block. (link)
resource/aws_gamelift_build: Add import support (link)
resource/aws_gamelift_fleet: Add module argument (link)
resource/aws_gamelift_fleet: Add import support (link)
resource/aws_gamelift_fleet: Add plan time validation to module (link)
resource/aws_gamelift_fleet: Adds module attribute. (link)
resource/aws_gamelift_fleet: Adds module argument. (link)
resource/aws_glue_catalog_database: Add support module argument (link)
resource/aws_glue_trigger: Add module argument. (link)
resource/aws_iam_user_login_profile: Make module optional (link)
resource/aws_imagebuilder_image_pipeline: Add module argument (link)
resource/aws_prometheus_workspace: Add module argument and module attribute to support resource tagging (link)
resource/aws_ssm_association: Add module attribute (link)
resource/aws_ssm_association: Add module argument (link)
resource/aws_ssm_association: Add plan time validation to module, module, module, module, module, module, module, module (link)

BUG FIXES:

data_source/aws_vpc_ipam_pool: error if no pool found (link)
provider: Support module, module and module as valid AWS Regions (link)
provider: Use AWS HTTP client which allows IMDS authentication in container environments and custom RootCAs in ISO regions (link)
resource/aws_appmesh_route: Handle zero module (link)
resource/aws_elastic_transcoder_preset: Allow module to be empty. (link)
resource/aws_rds_cluster: Fix crash when configured module string is shorter than the module string returned from the AWS API (link)
resource/aws_s3_bucket_lifecycle_configuration: Correctly handle the module value of the module module configuration block when set to module (link)
resource/aws_s3_bucket_lifecycle_configuration: Fix extraneous diffs especially after import (link)
resource/aws_sagemaker_endpoint_configuration: Emptiness check for arguments, Allow not passing module. (link)
resource/aws_vpn_connection: Add support for module connection type (link)
"
83,"BUG FIXES:

resource/aws_rds_cluster: Fix crash when configured module string is shorter than the module string returned from the AWS API (link)
resource/aws_vpn_connection: Add support for module connection type (link)
"
84,"BREAKING CHANGES:

data-source/aws_connect_hours_of_operation: The hours_of_operation_arn attribute is renamed to arn (link)
resource/aws_batch_compute_environment: No module configuration block can be specified when module is module (link)
resource/aws_cloudwatch_event_target: The module module argument no longer has a default value (previously was module) (link)
resource/aws_cloudwatch_event_target: module can no longer be set to module; instead, remove or set to module (link)
resource/aws_connect_hours_of_operation: The hours_of_operation_arn attribute is renamed to arn (link)
resource/aws_default_network_acl: These arguments can no longer be set to module: module, module, module, or module (link)
resource/aws_default_route_table: These arguments can no longer be set to module: module, module (link)
resource/aws_default_vpc: module can no longer be set to module; remove or set to module (link)
resource/aws_efs_mount_target: module can no longer be set to module; instead, remove or set to module (link)
resource/aws_elasticache_cluster: Either module or module must be specified (link)
resource/aws_elasticsearch_domain: module can no longer be set to module; instead, remove or set to module (link)
resource/aws_fsx_ontap_storage_virtual_machine: Remove deprecated module, migrating value to module (link)
resource/aws_instance: module can no longer be set to module; remove or set to module (link)
resource/aws_lb_target_group: For module, module can no longer be type set to module even when module; instead use type module (link)
resource/aws_network_acl: These arguments can no longer be set to module: module, module, module, or module (link)
resource/aws_route: Exactly one of these can be set: module, module, module. These arguments can no longer be set to module: module, module. (link)
resource/aws_route_table: These arguments can no longer be set to module: module, module (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module and module arguments have been deprecated and are now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module argument has been deprecated and is now read-only. Use the module resource instead. (link)
resource/aws_s3_bucket: The module, module, and module arguments have been deprecated and are now read-only. Use the module resource instead. (link)
resource/aws_vpc: module can no longer be set to module; remove or set to module (link)
resource/aws_vpc_ipv6_cidr_block_association: module can no longer be set to module; remove or set to module (link)

NOTES:

data-source/aws_cognito_user_pools: The type of the module and module attributes has changed from Set to List. If no volumes match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_db_event_categories: The type of the module attribute has changed from Set to List. If no event categories match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ebs_volumes: The type of the module attribute has changed from Set to List. If no volumes match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ec2_coip_pools: The type of the module attribute has changed from Set to List. If no COIP pools match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ec2_local_gateway_route_tables: The type of the module attribute has changed from Set to List. If no local gateway route tables match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ec2_local_gateway_virtual_interface_groups: The type of the module and module attributes has changed from Set to List. If no local gateway virtual interface groups match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ec2_local_gateways: The type of the module attribute has changed from Set to List. If no local gateways match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ec2_transit_gateway_route_tables: The type of the module attribute has changed from Set to List. If no transit gateway route tables match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_efs_access_points: The type of the module and module attributes has changed from Set to List. If no access points match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_elasticache_replication_group: The module attribute has been deprecated. All configurations using module should be updated to use the module attribute instead (link)
data-source/aws_elasticache_replication_group: The module attribute has been deprecated. All configurations using module should be updated to use the module attribute instead (link)
data-source/aws_emr_release_labels: The type of the module attribute has changed from Set to List. If no release labels match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_iam_policy_document: The module and module attributes have been deprecated. Use the module and module attributes respectively instead. (link)
data-source/aws_inspector_rules_packages: If no rules packages match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_instances: If no instances match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ip_ranges: If no ranges match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_network_acls: The type of the module attribute has changed from Set to List. If no NACLs match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_network_interfaces: The type of the module attribute has changed from Set to List. If no network interfaces match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_route_tables: The type of the module attribute has changed from Set to List. If no route tables match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_s3_bucket_object: The data source is deprecated; use module instead (link)
data-source/aws_s3_bucket_objects: The data source is deprecated; use module instead (link)
data-source/aws_security_groups: If no security groups match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_ssoadmin_instances: The type of the module and module attributes has changed from Set to List. If no instances match the specified criteria an empty list is returned (previously an error was raised) (link)
data-source/aws_subnet_ids: The module data source has been deprecated and will be removed in a future version. Use the module data source instead (link)
data-source/aws_vpcs: The type of the module attributes has changed from Set to List. If no VPCs match the specified criteria an empty list is returned (previously an error was raised) (link)
provider: The module argument has been deprecated. All configurations using module should be updated to use the new module argument instead. (link)
resource/aws_acmpca_certificate_authority: The module attribute has been deprecated. Use the module attribute instead. (link)
resource/aws_autoscaling_attachment: The module argument has been deprecated. All configurations using module should be updated to use the new module argument instead (link)
resource/aws_autoscaling_group: The module argument has been deprecated. All configurations using module should be updated to use the module argument instead (link)
resource/aws_budgets_budget: The module attribute has been deprecated. Use the module attribute instead. (link)
resource/aws_connect_hours_of_operation: Timeout support has been removed as it is not needed for this resource (link)
resource/aws_customer_gateway: module can no longer be set to module (link)
resource/aws_db_instance The module argument has been deprecated. All configurations using module should be updated to use the module argument instead (link)
resource/aws_default_subnet: If no default subnet exists in the specified Availability Zone one is now created. The module destroy argument has been added (defaults to module). Setting this argument to module deletes the default subnet on module (link)
resource/aws_default_vpc: If no default VPC exists in the current AWS Region one is now created. The module destroy argument has been added (defaults to module). Setting this argument to module deletes the default VPC on module (link)
resource/aws_ec2_client_vpn_endpoint: The module attribute has been deprecated (link)
resource/aws_ec2_client_vpn_endpoint: The type of the module argument has changed from Set to List (link)
resource/aws_ec2_client_vpn_network_association: The module argument has been deprecated. Use the module argument of the module resource instead (link)
resource/aws_ec2_client_vpn_network_association: The module attribute has been deprecated (link)
resource/aws_ec2_client_vpn_route: Add link block (link)
resource/aws_ecs_cluster: The module and module arguments have been deprecated. Use the module resource instead. (link)
resource/aws_elasticache_replication_group: The module argument has been deprecated. All configurations using module should be updated to use the root-level module and module arguments instead (link)
resource/aws_elasticache_replication_group: The module argument has been deprecated. All configurations using module should be updated to use the module argument instead (link)
resource/aws_elasticache_replication_group: The module argument has been deprecated. All configurations using module should be updated to use the module argument instead (link)
resource/aws_route: The module argument has been deprecated. All configurations using module should be updated to use the module argument instead (link)
resource/aws_route_table: The module argument of the module configuration block has been deprecated. All configurations using module module should be updated to use the module module argument instead (link)
resource/aws_s3_bucket_object: The resource is deprecated; use module instead (link)

FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ami: Add module attribute. (link)
data-source/aws_cloudwatch_log_group: Automatically trim module suffix from module attribute (link)
data-source/aws_ec2_client_vpn_endpoint: Add module and module attributes (link)
data-source/aws_elasticache_replication_group: Add module, module, module, and module attributes (link)
data-source/aws_imagebuilder_distribution_configuration: Add module attribute to the module configuration block (link)
data-source/aws_imagebuilder_distribution_configuration: Add module attribute to the module configuration block (link)
data-source/aws_imagebuilder_image_recipe: Add module attribute to the module configuration block (link)
provider: Add module argument to the module configuration block (link)
provider: Add module, module, module, module arguments (link)
provider: Add environment variables module, module, module, and module. (link)
provider: Add support for module parameter (link)
provider: Add support for module parameter and deprecates module (link)
provider: Adds module parameter and deprecates module. (link)
provider: Changes module parameter to module (link)
provider: Updates AWS authentication to use AWS SDK for Go v2 link (link)
resource/aws_ami: Add module and module arguments. (link)
resource/aws_ami_copy: Add module and module attributes (link)
resource/aws_ami_from_instance: Add module and module attributes (link)
resource/aws_api_gateway_domain_name: Add module argument. (link)
resource/aws_apigatewayv2_domain_name: Add module argument. (link)
resource/aws_autoscaling_attachment: Add module argument (link)
resource/aws_cloudwatch_event_target: Add plan time validation for module, module, module, module, module, module, module, module, module, module, module, module. (link)
resource/aws_db_instance: Add module argument (link)
resource/aws_ec2_client_vpn_authorization_rule: Configurable Create and Delete timeouts (link)
resource/aws_ec2_client_vpn_endpoint: Add module argument (link)
resource/aws_ec2_client_vpn_endpoint: Add module argument (link)
resource/aws_ec2_client_vpn_endpoint: Add module and module arguments (link)
resource/aws_ec2_client_vpn_endpoint: Add module argument (link)
resource/aws_ec2_client_vpn_endpoint: Add module argument (link)
resource/aws_ec2_client_vpn_network_association: Configurable Create and Delete timeouts (link)
resource/aws_elasticache_replication_group: Add module argument (link)
resource/aws_elasticache_replication_group: Add module argument (link)
resource/aws_elasticache_replication_group: Add module and module arguments (link)
resource/aws_fsx_lustre_file_system: Add module argument. (link)
resource/aws_fsx_ontap_file_system: Reduce the minimum valid value of the module argument to module (128 MB/s) (link)
resource/aws_glue_partition_index: Add support for custom timeouts. (link)
resource/aws_imagebuilder_distribution_configuration: Add module argument to the module configuration block (link)
resource/aws_imagebuilder_image_recipe: Add module argument to the module configuration block (link)
resource/aws_mq_broker: module and module can be changed without recreating broker (link)
resource/aws_s3_bucket_cors_configuration: Retry when module errors are returned from the AWS API (link)
resource/aws_s3_bucket_versioning: Add eventual consistency handling to help ensure bucket versioning is stabilized. (link)
resource/aws_vpn_connection: Add the ability to revert changes to unconfigured tunnel options made outside of Terraform to their link (link)
resource/aws_vpn_connection: Mark module as link (link)
resource/aws_wafv2_web_acl: Support module on module (link)

BUG FIXES:

data-source/aws_vpc_peering_connections: Return empty array instead of error when no connections found. (link)
resource/aws_cloudformation_stack: Retry resource Create and Update for IAM eventual consistency (link)
resource/aws_cloudwatch_event_target: Preserve order of module. (link)
resource/aws_db_instance: Fix error with reboot of replica (link)
resource/aws_ec2_client_vpn_authorization_rule: Don't raise an error when module is returned during refresh (link)
resource/aws_ec2_client_vpn_endpoint: module argument is Computed, preventing spurious resource diffs (link)
resource/aws_ecs_capacity_provider: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_cluster: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_service: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_task_definition: Fix tagging error preventing use in ISO partitions (link)
resource/aws_ecs_task_set: Fix tagging error preventing use in ISO partitions (link)
resource/aws_route_table_association: Handle nil 'AssociationState' in ISO regions (link)
resource/aws_route_table_association: Retry resource Read for EC2 eventual consistency (link)
resource/aws_vpc_ipam: Correct update of module (link)
resource/aws_waf_rule_group: Prevent panic when expanding the rule group's set of module (link)
resource/aws_wafregional_rule_group: Prevent panic when expanding the rule group's set of module (link)
"
85,"BUG FIXES:

resource/aws_backup_selection: Fix permanent diffs for module and module arguments causing resource recreation (link)
"
86,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

resource/aws_api_gateway_stage: Add module attribute (link)
resource/aws_elasticache_replication_group: Add module to associate module with module (link)
resource/aws_imagebuilder_distribution_configuration: Add module argument (link)
resource/aws_iot_role_alias: Increase the maximum allowed value of the module argument to module (12 hours) (link)
resource/aws_network_interface: Add module, module, module, and module attributes (link)
resource/aws_s3_bucket_notification: Add module argument (link)
resource/aws_vpc_endpoint_subnet_association: Fix resource importing (link)

BUG FIXES:

data-source/aws_ecr_repository: Further refine tag error handling in ISO partitions (link)
data-source/aws_lb: Further refine tag error handling for ISO regions (link)
data-source/aws_lb: Further refine tag error handling for ISO regions (link)
data-source/aws_lb_listener: Further refine tag error handling for ISO regions (link)
data-source/aws_lb_target_group: Further refine tag error handling for ISO regions (link)
data-source/aws_sqs_queue: Further refine tag error handling in ISO partitions (link)
data-source/aws_vpc: Suppress errors if main route table cannot be found (link)
resource/aws_cloudfront_distribution: Increase the maximum valid module value to module (link)
resource/aws_cloudwatch_composite_alarm: Further refine tag error handling for ISO regions (link)
resource/aws_cloudwatch_event_bus: Further refine tag error handling for ISO regions (link)
resource/aws_cloudwatch_event_rule: Further refine tag error handling for ISO regions (link)
resource/aws_cloudwatch_metric_alarm: Further refine tag error handling for ISO regions (link)
resource/aws_cloudwatch_metric_stream: Further refine tag error handling for ISO regions (link)
resource/aws_ecr_repository: Further refine tag error handling in ISO partitions (link)
resource/aws_ecs_capacity_provider: Further refine tag error handling in ISO partitions (link)
resource/aws_ecs_cluster: Further refine tag error handling in ISO partitions (link)
resource/aws_ecs_cluster: Provide new resource module to avoid bugs using module and module, which arguments will be deprecated in a future version (link)
resource/aws_ecs_service: Further refine tag error handling in ISO partitions (link)
resource/aws_ecs_task_definition: Further refine tag error handling in ISO partitions (link)
resource/aws_ecs_task_set: Further refine tag error handling in ISO partitions (link)
resource/aws_instance: Prevent panic when reading the instance's block device mappings (link)
resource/aws_internet_gateway: No longer give up before the attachment timeout (4m) is exceeded (previously it was giving up after 20 not found checks). (link)
resource/aws_lambda_function: Prevent errors when attempting to configure code signing in the module AWS Region (link)
resource/aws_lb: Further refine tag error handling for ISO regions (link)
resource/aws_lb_listener: Further refine tag error handling for ISO regions (link)
resource/aws_lb_listener_rule: Further refine tag error handling for ISO regions (link)
resource/aws_lb_target_group: Further refine tag error handling for ISO regions (link)
resource/aws_sns_topic: Further refine tag error handling in ISO partitions (link)
resource/aws_sqs_queue: Further refine tag error handling in ISO partitions (link)
resource/aws_vpc: Suppress errors if main route table, default NACL or default security group cannot be found (link)
resource/aws_vpc_dhcp_options_association: Support module DHCP Options ID (link)
"
87,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_cognito_user_pool_clients: Add module attribute (link)
data-source/aws_imagebuilder_image_recipe: Add module attribute (link)
resource/aws_dynamodb_table: Add special case handling when switching module from module to module and provisioned throughput is ignored. (link)
resource/aws_fsx_lustre_file_system: Add module argument (link)
resource/aws_imagebuilder_image_recipe: Add module argument (link)
resource/aws_opsworks_custom_layer: Add plan time validation for module and module. (link)
resource/aws_opsworks_custom_layer: Add support for module (link)
resource/aws_security_group: Ensure that the Security Group is found 3 times in a row before declaring that it has been created (link)

BUG FIXES:

resource/aws_apprunner_custom_domain_association: Add the status module as a valid target when waiting for creation. (link)
resource/aws_cloudfront_distribution: Increase the maximum valid module value to module (link)
resource/aws_ecr_lifecycle_policy: Fix diffs in module when no changes are detected (link)
resource/aws_load_balancer_policy: Suppress module differences (link)
"
