Index,Message,Description
919,Bump electron-download to v2,
920,Travis: update Coveralls token,
921,Update NEWS to take into account the latest PR merges,
922,Merge pull request #274 from malept/os-specific-option-sections,Split up arguments section into OS-specific subsections
923,Split up arguments section into OS-specific subsections,Fixes #237.
924,Merge pull request #280 from mcfedr/update-osx-sign,Update electron-osx-sign
925,Merge pull request #278 from mcfedr/child-entitlements,Add option for child entitlements
926,Updated version of osx-sign,Fixed problems with some binaries not being signed in newer versions of electron Show errors from signing darwin ignores entitlements
927,Add option for child entitlements,
928,Merge pull request #276 from develar/add-use-temp-dir-option,Ability to set tmpdir to false to disable using temp directory
929,Ability to set tmpdir to false to disable using temp directory,And as a workaround of concurrent access to the same temp dir
930,The next version will be 6.0.0,
931,Replace bug report section with debugging subsection,Fixes #239.
932,Don't duplicate the new issue questions in CONTRIBUTING,
933,Document weird error type from ncp,Fixes #252.
934,More documentation on what is ignored by default,
935,Merge pull request #253 from erkyrath/featureplist,Add module and module arguments for creating the Mac application package.
936,Merge pull request #255 from develar/ignore-out-path,Automatically ignore --out path Closes #155.
937,Merge pull request #268 from malept/cross-platform-app-copyright,Add Windows support to app-copyright
938,move archs and platforms from index.js/test util.js to common.js,
939,"Avoid manual Object.create in each test, fix createInferTest side effect — version property was deleted from prototype",
940,Automatically ignoring --out path — Fix #64 (out dir equals to working directory and we exclude previous artifacts directories),
941,Automatically ignoring --out path,
942,readme typos,
943,rename maxogden -> electron-userland,
944,Ask which Electron version is being used,
945,Add the module and module arguments for creating the Mac,application package. module: Take the filename of a plist file and extend Info.plist with its contents. Other explicit arguments such as module override this. module: Take a filename and copy that file into the app's Contents/Resources directory. May be used multiple times.
946,Revise the issue template to be a bit more verbose,
947,add @jlord to collaborators,
948,Add Windows support to app-copyright,Deprecate module. Fixes #265.
949,Merge pull request #263 from malept/add-news-file,"Add NEWS.md, a human-readable list of changes"
950,"Add NEWS.md, a human-readable list of changes",
951,Tweak description of app-copyright,
952,Clarify platform/arch option docs,
953,Merge pull request #223 from sethlu/master,"Platform: Mac App Store support Fixes #104, #163, #261."
954,Create issue_template.md,
955,Add basic Mac App Store docs + differentiate between host & target platforms,
956,Use Electron v0.35.6 for testing,The latest version of Electron to best support module build
957,Opts app-copyright (NSHumanReadableCopyright on OS X),Fix: maxogden#163
958,Filter CFBundleIdentifier + set CFBundle properties,Fix: ix https://github.com/maxogden/electron-packager/issues/261 Fix: https://github.com/maxogden/electron-packager/issues/163 Added filterCFBundleIdentifier function Properties to set in app plist - CFBundleDisplayName - CFBundleIdentifier - CFBundleName Properties to set in helper plist - CFBundleDisplayName - CFBundleIdentifier - CFBundleName - CFBundleExecutable In testing script: - Added testing with special characters
959,Indent test/mac,Indented for clarity in commits
960,Mac App Store platform support, Added isPlatformMac to check whether platform build for OS X Changed from module to module for code-signing Changed module to be a shared script for testing both module and module platforms Updates on usage/readme
961,Merge pull request #258 from malept/contributing-prs,Add preamble and pull request sections to the contributing docs
962,Merge pull request #262 from trapp/fix-readme-typo,Fix typo in readme.md.
963,Fix typo in readme.md.,
964,Add preamble and PR sections to contributing docs,
965,Merge pull request #257 from malept/add-coveralls-support,Add coveralls support Fixes #256.
966,Add coveralls support,
967,cli: fix path handling for Windows,this is a new rule in standard 6
968,Update example Electron version in readme to avoid certain issues being filed,
969,Reflect that version is now optional in usage.txt,
970,Merge pull request #250 from erkyrath/issue242,Simple fix for issue 242: Info.plist issues with CFBundleVersion
971,Simple fix for issue 242: Info.plist issues with CFBundleVersion,"Ensure that CFBundleVersion and CFBundleShortVersionString are both stored as strings, even if the app-version or build-version options are integers. Style issue: spaces around +. Added a test."
972,use standard 5,
973,Merge pull request #247 from paulcbetts/ignore-fn,Allow ignore to be a Function
974,Document using Function ignore,
975,Add a unit test for using a function as ignore,
976,Allow ignore to optionally be a function,
977,Merge pull request #230 from eugirdor/feature/configurable-temp-directory,adds module option to fix #203
978,add module option to allow specifying a custom temp directory for the build,
979,5.2.1,
980,Re-alphabetize options,
981,Merge pull request #94 from rahatarmanahmed/infer-name-version,Inferred name and version from package.json
982,Merge pull request #220 from itchio/issue-219,Don't declare helper app as a protocol handler. Closes #219
983,Increased test timeout + clean test working dir before testing,Recently tests (particularly the windows ones) have been failing because they would not finish fast enough for a timeout. This increases the timeout so that they have time to finish. Also cleaned the module directory before running tests so that tests that are force-stopped mid-test do not screw up future tests. Added module to the standard ignore list as well.
984,Inferred name and version from package.json,"The name argument and version option are no longer required. If not specified, it will search upwards from opts.dir for package.json files. It picks up the app name from the packageName or name properties, and the version from the nearest installed electron-prebuilt. However, they don't necessarily have to come from the same package.json, it will use the first available value from the nearest package.json. This should not cause any breaking changes, as previously provided versions should still resolve to the same version. Squashed Commits: Removed npm and semver & now infer version from node_modules More consistent if statements Added infer tests Updated readme.md with name/version infer info Replaced package.json search algorithm with resolve package"
985,Clarify what the version parameter is for,
986,Fix verb tense used,
987,Merge pull request #229 from malept/cross-platform-version-args,Convert app-version and build-version to be cross-platform arguments
988,Add notes about deprecated parameters,
989,Convert app-version and build-version to be cross-platform arguments,Closes #170.
990,Merge pull request #226 from malept/document-optional-args,Document the rest of the optional arguments in the readme Fixes #175.
991,Document the rest of the optional arguments in the readme,Descriptions based on summaries in usage.txt. Fixes #175.
992,Travis: cache apt packages,
993,Merge pull request #206 from inukshuk/patch-1,Don't include default_app
994,5.2.0,
995,:bug: Don't declare helper app as a protocol handler. Closes #219,
996,Merge pull request #209 from lukeapage/master,Add strict-ssl option
997,Re-alphabetize option/parameter docs,
998,Merge pull request #202 from plrthink/master,add os x app categoryType option
999,Merge pull request #186 from malept/ignore-nodemodules-bin,Ignore node_modules/.bin by default
1000,Add strict-ssl option,
1001,add os x app-category-type option,
1002,Add test to ensure default app is not packaged,
1003,Use correct resources path on OS X,
1004,Remove semicolon,
1005,Don't include default_app,It should not be necessary to include Electron's default_app. (I've only tested this on Linux so far) Fixes #49 Thanks for electron-packager!
1006,Merge pull request #191 from arnolem/patch-1,Just a typographical error
1007,Just a typographical error,
1008,Use a dependency we already have,
1009,Ignore node_modules/.bin by default,
1010,Add dev dependency with bin file,
1011,Travis: test with node 5.0,
1012,Merge pull request #174 from hokein/asar-unpack-dir,Support unpack directory
1013,docs: say more about module.,
1014,5.1.1,
1015,Update readme.md,
1016,Update CONTRIBUTING.md,
1017,Add 'asar-unpack-dir' option to support unpack dir.,
1018,Upgrade asar 0.8.2,
1019,Merge pull request #157 from malept/readme-cleanup,Documentation cleanup
1020,Refactor and clarify README and usage docs,
1021,Merge pull request #173 from malept/fix-win32-product-version,[win32] Ensure product version is set on the executable
1022,[win32] Ensure product version is set on the executable,Includes a test for this behavior.
1023,Merge pull request #143 from spinico/master,Fix #129: support file-version metadata (win32)
1024,Merge pull request #156 from PaulLeCam/document-build-version-type,Add module to opts documentation
1025,Add module to opts documentation,
1026,Travis CI: test with Node 4.0 and 4.1 as well,
1027,Merge pull request #148 from Urucas/master,Update readme.md
1028,Update readme.md,
1029,Fix #129: support file-version metadata (win32),
1030,5.1.0,
1031,Update CONTRIBUTING.md,
1032,Merge pull request #126 from krishnaIndia/fixes_101,Add option to pass --unpack argument to asar
1033,Merge pull request #127 from herrmannplatz/feature/build-version,Add build version number for OSX
1034,Add build version number for OSX,
1035,"Clarify linux icon notes; add note about icon extensions (refs: #125, #128)",
1036,Remove trailing whitespace,
1037,mention linux icon details (closes #128),
1038,Merge pull request #125 from jlord/ico-readme,Document Icon Filetypes
1039,List OS X and Win icon file types,
1040,Changed the delimiter of the option from module to module,
1041,Merge branch 'master' of https://github.com/krishnaIndia/electron-packager,
1042,asar test updated to assert unpack option,
1043,Lint error fixed,
1044,Add .icns note,
1045,5.0.2,
1046,"readme - module should be a regex, not a string",
1047,Options integration,Integrated options for unpack and snapshot
1048,Travis: cache the electron download directory,
1049,Merge pull request #113 from quicksnap/master,Pipe optional cache option to electron-download Fixes #112.
1050,Pipe optional cache option to electron-download,
1051,Restore error reporting for darwin and win32 targets,
1052,Add test for renaming all helper apps/executables,Refs #100
1053,Fix #100: Rename all the Helper apps/executables,
1054,5.0.1,
1055,Merge pull request #99 from mongodb-js/master,fix(mac): handle spaces when signing
1056,fix(mac): handle spaces when signing,currently just fails silently :(
1057,Update readme and usage.txt with command-line version-string examples,Resolves #89; further documents #63.
1058,5.0.0,
1059,update collaborators,
1060,Merge pull request #88 from kfranqueiro/refactor,"Implement --all, refactor code, add tests"
1061,Add more comprehensive tests,"This implements the following cases:  Basic runs for a specific version/platform/arch with default options   (testing for existence of expected output files/folders) Runs for each target platform with module set Runs for each target platform with module set Runs for each target platform with module set Runs for each target platform with module set This includes testing module including a path separator This also includes testing that module entries are applied     with the app folder trimmed Runs for each target platform with module set / not set Runs with module set, with module or module each set to module,   and with module set to multiple platforms (comma-delimited or   array) Tests specifically for the darwin target platform, to test   module and module  The test logic is organized such that the version of Electron being tested can be configured once centrally (in config.json), and the tests will not run until after downloading any necessary electron versions (to avoid timing out due to long downloads). Resolves #77."
1062,Implement multi-target options and refactor code,"This adds support for --all, --platform=all, and --arch=all. In order to accommodate outputting multiple directories for multiple platforms and architectures, this also implements a new directory structure under the output folder (distinguished by both platform and arch).  This structure is applied even to OS X distributions, which formerly were output directly to an .app folder.  This could be considered a backwards-incompatible change. One other backwards-incompatible change is the value that the packager function passes to the callback, which is now always an array of paths, rather than just a single path. The behavior of the icon option has also been modified to use its basename and apply .ico or .icns depending on platform, to make it usable with --all and --platform=all.  This attempts to maximize backwards compatibility, by allowing a full filename to be specified, but replacing the filename's extension with what is appropriate for each target platform.  Alternatively, the extension can now be omitted. In the process of implementing this, it became evident that some things were being done in 3 different places, and weren't always being done consistently, so I've deduplicated everything I could. This also includes a few other changes to improve stability for multi-target runs, and other fixes:  Avoid targeting darwin if the environment doesn't support symlinks,   to avoid the process bailing out on Windows Implement --overwrite centrally in index.js such that it explicitly   skips if an output directory already exists, for consistency with   all target platforms and to avoid any possible errors that would halt   operation during one target of a multi-target run Use ncp instead of mv to move to finalPath, which avoids flakiness   I noticed when testing on Windows 8 especially with multi-target runs Simplify temp directory logic by using a nested structure, so there   is only one top-level directory to clean up Reinstate fix from #55 which seems to have been clobbered by a later   merge linux.createApp now resolves to the final output directory;   it was formerly resolving to the executable path mac.createApp now replaces space with underscore in bundle IDs Only the platform modules that are needed are loaded The win32 module only loads rcedit if needed  This also fixes a couple of missing updates to docs (readme/usage). This commit addresses the following issues:  Resolves #40 Resolves #38 Resolves #70 Works around #71 Resolves #84 by reinstating #55"
1063,update readme,
1064,4.2.0,
1065,fix testapp,
1066,"add basic tests, remove unused folder, make linux out dir behave like other OSes",
1067,Merge pull request #82 from kfranqueiro/win32-ignore,Fix path separator replacement for ignore on Windows
1068,Merge pull request #76 from kfranqueiro/rename-helper,Fix #65: Rename Helper application on Mac OS X
1069,Merge branch 'tengyifei-master',
1070,merge,
1071,Merge pull request #74 from malept/rename-across-volumes,Fix renaming folders across volumes (when packaging for OS X)
1072,Merge pull request #63 from Rameshv/versionedit,Version info added to the final executable using rcedit
1073,Merge branch 'chentsulin-master',
1074,merge,
1075,Support --overwrite,
1076,license file,
1077,bsd-2-clause,
1078,Fix path separator replacement for ignore on Windows,"This needs to be done when Windows is the host OS regardless of the target platform, not vice versa. Fixes #79."
1079,Fix regression with the asar code,OSX has a special cased resources path. Fixes #81.
1080,Fix renaming folders across volumes on OS X,Fixes #60.
1081,Fix #65: Rename Helper application on Mac OS X,"This fixes the helper process showing up in Activity Monitor as ""Electron Helper""; it will now show up as "" Helper""."
1082,skipping the rcedit when both icon & version-string hash is not,available
1083,4.1.3,
1084,Merge pull request #69 from mmuehlberger/master,Add quotes around signing identity to allow spaces
1085,Add quotes around signing identity to allow spaces,
1086,version-string hash added to update the windows executable resource,using rcedit
1087,Merge pull request #61 from malept/deduplicate-code,Deduplicate code + cleanup
1088,Rename variable which mirrors the function name,
1089,Move prune to common module,
1090,Move user ignore filter to common module,
1091,Fix comment,
1092,Move asar code to a common location,
1093,get rid of sourcedir in path for ignore filter matching,
1094,Merge pull request #50 from jasonhinkle/patch-1,update readme with example for ignoring multiple directories
1095,Add example to readme for ignoring multiple folders,
1096,Merge pull request #56 from jden/contributing-platform,Update CONTRIBUTING.md :book: :wink:
1097,Update CONTRIBUTING.md :book: :wink:,typo
1098,4.1.2,
1099,fix incorrect option name in readme,
1100,Merge pull request #48 from jenslind/docs-improvements,Docs improvements
1101,Fixed typos,
1102,Added API section to readme,
1103,Changed --ignore part in readme,
1104,4.1.1,
1105,Merge pull request #46 from zaggino/zaggino/fix-win,convert slashes on windows so unix-format ignores work
1106,Merge pull request #45 from zaggino/zaggino/fix,fix defaultIgnores to be proper reg-exps
1107,Merge pull request #43 from jden/dereference-symlinks,always dereference symlinks - per #42
1108,convert slashes on windows so unix-format ignores work,
1109,fix defaultIgnores to be proper reg-exps,
1110,always dereference symlinks - per #42,
1111,4.1.0,
1112,Merge pull request #31 from jenslind/master,Added --sign to mac
1113,4.0.3,
1114,style,
1115,Merge pull request #34 from jenslind/feature/default-ignores,Ignore this and related modules
1116,Ignore this and related modules,
1117,Added --sign to readme,
1118,Added codesign,
1119,add contributing,
1120,update readme,
1121,4.0.2,
1122,cleaner error printing,
1123,return when erroring early,
1124,Merge pull request #26 from Ivshti/patch-2,Validate the --arch argument
1125,update collabs,
1126,Merge pull request #28 from sindresorhus/patch-1,add module to the readme
1127,add module to the readme,"grunt-electron is pretty dumb, but without it you have to do some useless boilerplate, so why not."
1128,Validate the --arch argument,
1129,4.0.1,
1130,Merge pull request #24 from malept/ensure-outdir-exists,Ensure the out dir specified exists when building OSX app
1131,Ensure the out dir specified exists when building OSX app,
1132,4.0.0,
1133,breaking change. allow building apps for other platforms,
1134,update collabs,
1135,3.4.0,
1136,Merge pull request #20 from jden/windows-support,add windows support - #3
1137,update collabs,
1138,Merge pull request #22 from shama/docs/asar,Add asar to readme
1139,Add asar to readme,
1140,fix javascript standard style issues,
1141,add windows support #3,
1142,3.3.0,
1143,set asar and prune as boolean options. /cc #18,
1144,Merge pull request #18 from shama/asar,Add asar support. Closes GH-2
1145,Add asar support. Closes GH-2,
1146,update readme,
1147,3.2.0,
1148,update collabs,
1149,Merge pull request #17 from malept/linux-support,Basic Linux support
1150,Add basic Linux support,Copies both the electron-prebuilt distribution into the app's toplevel dist directory (by default) and the user's app into the correct subdirectory.
1151,"Put Mac-specific code in its own file, raise error if platform unsupported",
1152,add collabs,
1153,3.1.0,
1154,Merge branch 'stefanbuck-set-version-number',
1155,merge,
1156,Merge branch 'stefanbuck-custom-icon',
1157,merge,
1158,3.0.0,
1159,rename to electron-packager,
1160,update collabs,
1161,Add set version support,
1162,add --icon support,
1163,2.1.1,
1164,support globally installed atom-shell,
1165,2.1.0,
1166,fix protocol cli,
1167,Merge pull request #10 from maxogden/patch-1,add custom protocol handler support
1168,add custom protocol handler support,
1169,add devdep,
1170,add collaborator,
1171,update install instructions. closes #8,
1172,2.0.0,
1173,update readme,
1174,dont download atom-shell -- use local version instead,
1175,1.2.0,
1176,"hoist + reorganize code from #7, and use fs.rename instead of spawn mv",
1177,Merge pull request #7 from maxogden/npm-prune,Add prune option
1178,Add prune option,Fixes GH-4
1179,add collaborator,
1180,update readme,
1181,1.1.0,
1182,add --ignore support,
1183,gitignore,
1184,update name,
1185,update repo urls,
1186,1.0.0,
1187,first working version,
