,Time
12057,352162
12058,113149
12059,85250
12060,58631
12061,17994
12062,97702
12063,63649
12064,155748
12065,16148
12066,122702
12067,41289
12068,344624
12069,88914
12070,284140
12071,272921
12072,10115
12073,117460
12074,103410
12075,3435
12076,3252
12077,109662
12078,228749
12079,67879
12080,26682
12081,76701
12082,15523
12083,76615
12084,14339
12085,537
12086,1065
12087,45923
12088,223345
12089,52516
12090,22551
12091,57410
12092,99045
12093,5897
12094,10039
12095,55264
12096,18705
12097,40148
12098,25661
12099,40424
12100,268507
12101,78797
12102,72902
12103,82626
12104,391372
12105,291908
12106,3075
12107,34495
12108,372130
12109,9365
12110,7079
12111,16398
12112,2081
12113,64328
12114,91971
12115,29334
12116,228866
12117,21595
12118,86961
12119,198456
12120,67313
12121,241363
12122,601947
12123,63311
12124,25008
12125,98616
12126,2020
12127,75391
12128,337090
12129,102774
12130,96719
12131,53531
12132,66343
12133,132104
12134,168620
12135,87511
12136,166515
12137,81404
12138,5130
12139,28729
12140,330357
12141,156119
12142,80128
12143,10396
12144,280405
12145,117
12146,50807
12147,128875
12148,86098
12149,50
12150,59327
12151,128
12152,3834
12153,164
12154,10371
12155,244708
12156,155500
12157,13546
12158,13985
12159,56228
12160,125991
12161,238511
12162,26970
12163,71776
12164,5456
12165,94193
12166,42007
12167,74015
12168,20836
12169,4227
12170,267702
12171,71134
12172,79447
12173,95914
12174,25878
12175,68554
12176,22340
12177,227950
12178,14403
12179,61422
12180,769
12181,94620
12182,36849
12183,49420
12184,5691
12185,84014
12186,16989
12187,340830
12188,83395
12189,62058
12190,108927
12191,283552
12192,18994
12193,44159
12194,5705
12195,57309
12196,137462
12197,44303
12198,285198
12199,78227
12200,333274
12201,181532
12202,76709
12203,81386
12204,82464
12205,20226
12206,101962
12207,228859
12208,2157
12209,11352
12210,19590
12211,152456
12212,168572
12213,291778
12214,184091
12215,34604
12216,176284
12217,181450
12218,37038
12219,54850
12220,251110
12221,410574
12222,11800
12223,13479
12224,54485
12225,121720
12226,219107
12227,21940
12228,140639
12229,28322
12230,18723
12231,124933
12232,22318
12233,8394
12234,514173
12235,24253
12236,5919
12237,66279
12238,339357
12239,79769
12240,46005
12241,309230
12242,185656
12243,175223
12244,347166
12245,229704
12246,11199
12247,657705
12248,2729
12249,33154
12250,17829
12251,239838
12252,197394
12253,28773
12254,39289
12255,162794
12256,109609
12257,41656
12258,22929
12259,60413
12260,3740
12261,72841
12262,4694
12263,42019
12264,3980
12265,68647
12266,54671
12267,44281
12268,66240
12269,109983
12270,72943
12271,91644
12272,19827
12273,57714
12274,92497
12275,4198
12276,57698
12277,48675
12278,117899
12279,8564
12280,24536
12281,180064
12282,16079
12283,164909
12284,860
12285,19555
12286,21561
12287,28645
12288,171401
12289,106985
12290,79719
12291,73788
12292,4742
12293,80160
12294,12360
12295,1381
12296,22831
12297,29857
12298,279397
12299,12033
12300,81692
12301,12244
12302,97331
12303,387824
12304,12613
12305,89881
12306,89676
12307,5230
12308,99665
12309,652045
12310,282281
12311,129521
12312,729926
12313,57319
12314,9179
12315,18978
12316,9138
12317,48972
12318,134574
12319,27563
12320,43755
12321,80458
12322,8159
12323,49534
12324,15674
12325,78076
12326,60919
12327,75339
12328,35657
12329,164020
12330,47157
12331,167045
12332,37793
12333,37329
12334,7874
12335,6503
12336,482603
12337,34993
12338,90752
12339,19199
12340,103205
12341,145350
12342,62484
12343,13421
12344,72798
12345,4201
12346,15892
12347,12484
12348,22315
12349,59566
12350,19147
12351,33526
12352,8530
12353,15477
12354,37374
12355,18618
12356,18305
12357,25035
12358,225398
12359,52834
12360,24851
12361,36490
12362,221023
12363,1938
12364,6981
12365,3740
12366,6696
12367,5178
12368,7176
12369,6828
12370,9940
12371,7169
12372,259857
12373,125571
12374,8487
12375,57384
12376,30971
12377,26221
12378,23216
12379,80446
12380,216954
12381,135504
12382,2496
12383,2130
12384,33480
12385,8387
12386,96609
12387,76386
12388,32157
12389,5756
12390,425002
12391,122413
12392,11934
12393,4874
12394,47939
12395,73608
12396,161121
12397,65884
12398,47313
12399,72733
12400,37823
12401,83902
12402,364114
12403,67247
12404,135594
12405,326405
12406,146504
12407,73710
12408,23223
12409,66170
12410,20751
12411,162348
12412,26923
12413,90331
12414,49946
12415,169718
12416,33912
12417,51549
12418,25565
12419,104024
12420,330147
12421,448000
12422,66578
12423,20619
12424,101215
12425,124728
12426,489957
12427,30580
12428,65779
12429,33104
12430,252592
12431,27488
12432,12784
12433,60659
12434,28147
12435,1371
12436,5200
12437,3157
12438,30011
12439,49155
12440,264776
12441,282027
12442,2618
12443,10131
12444,97958
12445,33854
12446,48861
12447,3140
12448,139347
12449,1253
12450,2260
12451,86297
12452,7987
12453,22441
12454,74039
12455,67862
12456,35409
12457,42901
12458,86335
12459,32003
12460,1400
12461,30042
12462,18854
12463,52989
12464,40959
12465,116032
12466,34177
12467,84214
12468,2708
12469,85554
12470,47058
12471,66816
12472,70242
12473,715
12474,4931
12475,152564
12476,8107
12477,123443
12478,6435
12479,2927
12480,19259
12481,86697
12482,84452
12483,320
12484,5767
12485,63662
12486,16332
12487,53139
12488,162975
12489,29380
12490,207605
12491,23676
12492,42559
12493,31544
12494,70237
12495,80770
12496,128322
12497,36096
12498,78005
12499,104153
12500,12243
12501,13542
12502,1377
12503,30393
12504,18844
12505,61768
12506,193231
12507,41618
12508,118079
12509,161114
12510,80073
12511,34357
12512,144701
12513,87690
12514,93937
12515,90467
12516,61
12517,13765
12518,53068
12519,82831
12520,12290
12521,11062
12522,5961
12523,320965
12524,697
12525,6106
12526,14664
12527,65498
12528,60147
12529,52759
12530,46420
12531,26780
12532,270806
12533,155197
12534,93215
12535,1620
12536,103329
12537,70944
12538,176767
12539,68398
12540,23865
12541,75242
12542,157093
12543,3021
12544,2259
12545,27011
12546,951
12547,253473
12548,59197
12549,14029
12550,79394
12551,147228
12552,19704
12553,4335
12554,49689
12555,38978
12556,179986
12557,74354
12558,12678
12559,5017
12560,62502
12561,165672
12562,11196
12563,177925
12564,43116
12565,113312
12566,8482
12567,78018
12568,12333
12569,6515
12570,9941
12571,11929
12572,55427
12573,12673
12574,15640
12575,3874
12576,47238
12577,182616
12578,94276
12579,54842
12580,69900
12581,9730
12582,91067
12583,272072
12584,103214
12585,14521
12586,206773
12587,30019
12588,74737
12589,21364
12590,15313
12591,30941
12592,31354
12593,26364
12594,256054
12595,64308
12596,84715
12597,73482
12598,348227
12599,1784
12600,25732
12601,64964
12602,14568
12603,66963
12604,78935
12605,4604
12606,3295
12607,24299
12608,240132
12609,6859
12610,5163
12611,173774
12612,1057
12613,44239
12614,28200
12615,5596
12616,332784
12617,3884
12618,65531
12619,5939
12620,11301
12621,11843
12622,93712
12623,4600
12624,62435
12625,88300
12626,2922
12627,12320
12628,169967
12629,74573
12630,5841
12631,5659
12632,7552
12633,19667
12634,39437
12635,178738
12636,80108
12637,3438
12638,25968
12639,74357
12640,167874
12641,7459
12642,91007
12643,176811
12644,67014
12645,257023
12646,12384
12647,263952
12648,26633
12649,57751
12650,199464
12651,12100
12652,1729
12653,35334
12654,89813
12655,25742
12656,48385
12657,22208
12658,15609
12659,61771
12660,20636
12661,68168
12662,179
12663,87485
12664,131146
12665,7485
12666,40086
12667,55745
12668,24197
12669,1635
12670,178312
12671,476138
12672,24733
12673,170038
12674,19919
12675,311303
12676,21344
12677,96254
12678,86837
12679,43761
12680,26206
12681,63258
12682,181685
12683,12138
12684,19568
12685,213377
12686,204919
12687,51422
12688,9673
12689,12987
12690,159914
12691,9208
12692,2177
12693,25792
12694,249002
12695,345856
12696,95861
12697,75214
12698,20527
12699,250196
12700,251465
12701,426330
12702,106294
12703,65897
12704,9705
12705,80282
12706,342778
12707,259153
12708,17058
12709,44222
12710,4209
12711,30641
12712,4865
12713,10686
12714,91825
12715,45092
12716,77362
12717,94616
12718,26603
12719,63869
12720,33342
12721,71138
12722,279695
12723,1794
12724,5407
12725,22645
12726,34769
12727,184158
12728,93511
12729,319820
12730,105154
12731,54857
12732,14092
12733,4383
12734,89668
12735,3424
12736,46940
12737,35180
12738,161575
12739,93181
12740,17802
12741,693728
12742,105391
12743,922173
12744,4252
12745,65682
12746,105982
12747,152817
12748,91938
12749,7724
12750,78768
12751,179796
12752,171601
12753,7020
12754,243261
12755,267877
12756,243094
12757,441215
12758,81563
12759,103272
12760,195121
12761,146727
12762,507821
12763,148177
12764,2047
12765,127129
12766,8249
12767,47981
12768,358900
12769,5900
12770,134002
12771,108950
12772,60051
12773,1171
12774,196708
12775,66999
12776,108673
12777,36951
12778,3436
12779,134454
12780,249656
12781,13819
12782,169967
12783,65167
12784,2626
12785,15084
12786,78335
12787,5224
12788,278872
12789,175722
12790,72249
12791,442152
12792,174973
12793,91749
12794,58100
12795,11072
12796,286360
12797,38002
12798,24293
12799,54369
12800,243120
12801,205895
12802,6081
12803,183946
12804,78330
12805,3408
12806,349672
12807,43283
12808,54614
12809,236274
12810,184801
12811,30178
12812,3837
12813,62482
12814,79953
12815,364448
12816,7926
12817,55814
12818,170331
12819,437879
12820,14632
12821,59392
12822,6178
12823,86667
12824,258418
12825,5024
12826,3184
12827,191303
12828,20454
12829,56678
12830,2128
12831,11397
12832,10586
12833,39972
12834,3762
12835,1291
12836,2463
12837,16979
12838,1749
12839,18946
12840,85237
12841,8068
12842,54838
12843,68637
12844,418718
12845,2563
12846,138623
12847,199955
12848,104806
12849,7550
12850,16570
12851,38320
12852,24113
12853,92767
12854,11959
12855,90175
12856,858
12857,71044
12858,55641
12859,4095
12860,4715
12861,17049
12862,11433
12863,74239
12864,3067
12865,32916
12866,21996
12867,8960
12868,4188
12869,10893
12870,5440
12871,8766
12872,65270
12873,1505
12874,5751
12875,4692
12876,6079
12877,20917
12878,40019
12879,6866
12880,18552
12881,64743
12882,119546
12883,89678
12884,2853
12885,1030
12886,501
12887,237806
12888,11976
12889,84638
12890,87187
12891,7781
12892,7667
12893,80789
12894,211607
12895,110460
12896,6175
12897,9655
12898,8507
12899,63103
12900,16411
12901,96345
12902,250559
12903,289641
12904,386954
12905,110847
12906,231795
12907,256134
12908,3770
12909,112492
12910,51165
12911,83532
12912,214199
12913,3845
12914,78364
12915,10545
12916,37347
12917,30854
12918,52397
12919,29028
12920,12928
12921,232904
12922,27180
12923,72196
12924,1857
12925,284981
12926,7855
12927,103852
12928,64873
12929,687
12930,95456
12931,2162
12932,850
12933,132688
12934,610844
12935,404448
12936,16969
12937,141456
12938,24517
12939,71223
12940,45354
12941,164304
12942,75560
12943,181957
12944,91497
12945,330995
12946,228827
12947,8179
12948,84350
12949,168850
12950,554963
12951,440285
12952,934121
12953,84949
12954,7586
12955,44970
12956,8147
12957,187104
12958,164860
12959,515884
12960,27327
12961,1245
12962,66861
12963,16937
12964,15855
12965,54802
12966,259145
12967,87513
12968,92264
12969,9773
12970,95618
12971,214924
12972,391179
12973,167018
12974,399324
12975,3588
12976,373689
12977,156229
12978,11231
12979,3444
12980,161328
12981,145797
12982,19830
12983,2000671
12984,1051646
12985,9922
12986,10180
12987,35290
12988,27029
12989,73226
12990,3105
12991,177966
12992,508305
12993,181052
12994,7842
12995,70669
12996,4049
12997,421078
12998,163848
12999,201064
13000,9026
13001,94403
13002,145762
13003,73587
13004,32010
13005,60710
13006,109062
13007,164993
13008,3846
13009,158676
13010,18968
13011,230685
13012,100443
13013,22569
13014,722742
13015,457657
13016,853999
13017,85767
13018,975335
13019,505299
13020,598201
13021,639622
13022,48549
13023,85122
13024,165060
13025,804983
13026,102546
13027,133665
13028,6122
13029,2865
13030,1142379
13031,153836
13032,360431
13033,152620
13034,605126
13035,39384
13036,34138
13037,187935
13038,86726
13039,105126
13040,186347
13041,233081
13042,99884
13043,496197
13044,261509
13045,251915
13046,74942
13047,360404
13048,1337858
13049,208134
13050,32888
13051,418374
13052,451649
13053,433025
13054,320954
13055,264993
13056,105901
13057,6972
13058,130446
13059,553738
13060,171631
13061,60836
13062,346929
13063,243895
13064,364553
13065,547172
13066,41123
13067,183755
13068,1029208
13069,997021
13070,6820
13071,367
13072,1418
13073,3045267
13074,1142
13075,343686
13076,1681654
13077,1516945
13078,441890
13079,2349
13080,123582
13081,184197
13082,35266
13083,313869
13084,108259
13085,340850
13086,11882
13087,88434
13088,14147
13089,109181
13090,45321
13091,94033
13092,176952
13093,510336
13094,84979
13095,1651511
13096,755733
13097,36171
13098,13651
13099,1172045
13100,7029
13101,6197
13102,641517
13103,1719
13104,49585
13105,963768
13106,376172
13107,1295279
13108,898279
13109,179017
13110,868353
13111,813004
13112,110526
13113,427324
13114,1239488
13115,75713
13116,1035614
13117,20656
13118,931251
13119,1386028
13120,90699
13121,601923
13122,288932
13123,9921313
13124,21477
13125,4152
13126,4041
13127,1178758
13128,1053219
13129,117261
13130,547228
13131,95429
13132,571103
13133,428678
13134,430711
13135,351106
13136,536021
13137,324075
13138,1216612
13139,287860
13140,79422
13141,264953
13142,66216
13143,339670
13144,14239
13145,62355
13146,33116
13147,6208410
13148,601710
13149,267834
13150,47442
13151,3746495
13152,2165878
13153,1458015
13154,1035491
13155,588365
13156,1749875
13157,2066622
13158,446054
13159,235524
13160,268369
13161,436435
13162,248105
13163,1231657
13164,84853
13165,164633
13166,73719
13167,6340818
13168,679399
13169,605649
13170,92076
13171,1113538
13172,184038
13173,1547246
13174,838871
13175,117772
13176,56517
13177,202343
13178,1639749
13179,845741
13180,359496
13181,74109
13182,101217
13183,171068
13184,338019
13185,173142
13186,186324
13187,1447983
13188,1305179
13189,1308083
13190,1702184
13191,86548
13192,452446
13193,600819
13194,177774
13195,1818578
13196,158783
13197,593722
13198,257871
13199,279854
13200,5098859
13201,173512
13202,2586601
13203,348234
13204,778821
13205,1379206
13206,341672
13207,173494
13208,88861
13209,342897
13210,506910
13211,4061869
13212,95277
13213,954437
13214,2568886
13215,2593253
13216,4332634
13217,1029332
13218,1924467
13219,1205976
13220,692881
13221,159947
13222,356456
13223,1364214
13224,196958
13225,314715
13226,115698
13227,5161
13228,57825
13229,1845813
13230,77206
13231,4553865
13232,514719
13233,340206
13234,30145
13235,1706450
13236,2003025
13237,529001
13238,579788
13239,1054147
13240,1049313
13241,172386
13242,1032384
13243,1458250
13244,13398
13245,164667
13246,82145
13247,490623
13248,514491
13249,537367
13250,796865
13251,172100
13252,73665
13253,19880
13254,905192
13255,473833
13256,680057
13257,317094
13258,26919
13259,1532936
13260,349933
13261,803695
13262,1043814
13263,1013417
13264,189990
13265,2314133
13266,884523
13267,2743824
13268,545046
13269,600324
13270,149818
13271,1547404
13272,169145
13273,125236
13274,1192620
13275,99804
13276,152006
13277,252825
13278,5906550
13279,1363914
13280,624286
13281,407736
13282,266555
13283,440664
13284,321388
13285,5727553
13286,3374150
13287,2225891
13288,1828608
13289,778673
13290,1555433
13291,83480
13292,1384533
13293,2258881
13294,771374
13295,255691
13296,1383266
13297,605071
13298,247615
13299,799577
13300,331385
13301,941029
13302,1304382
13303,99554
13304,1518001
13305,1415448
13306,781129
13307,408417
13308,193187
13309,605371
13310,602051
13311,315710
13312,279113
13313,2221629
13314,722460
13315,1037260
13316,841517
13317,448665
13318,772683
13319,352388
13320,609329
13321,251273
13322,436564
13323,89169
13324,171790
13325,2930317
13326,608267
13327,2760852
13328,21139
13329,248570
13330,1689345
13331,127443
13332,1025713
13333,192717
13334,3018163
13335,2419905
13336,257306
13337,1119758
13338,246787
13339,446758
13340,242980
13341,105288
13342,1792295
13343,1661568
13344,516017
13345,176412
13346,43846
13347,28772
13348,698277
13349,241760
13350,283777
13351,3617364
13352,5159328
13353,873271
13354,6306965
13355,10634646
13356,16754646
13357,15892255
13358,7993917
13359,14995556
13360,8176718
13361,7709391
13362,9116923
13363,9037117
13364,2582760
13365,3174149
13366,279029
13367,3692576
13368,2404044
13369,2580422
13370,564222
13371,1959826
13372,4207958
13373,1499108
13374,1523188
13375,2187767
13376,3304385
13377,504300
13378,4138253
13379,518917
13380,5540206
13381,1718913
13382,1471813
13383,3428798
13384,5639943
13385,494355
13386,3397053
13387,251588
13388,416990
13389,2590831
13390,3648537
13391,4649334
13392,620391
13393,64183
13394,1255136
13395,565718
13396,2347891
13397,2491053
13398,3718791
13399,1009885
13400,22375
13401,7431798
13402,4069438
13403,670762
13404,10318
13405,3011042
13406,704229
13407,5357075
13408,1221464
13409,5862891
13410,1577864
13411,8119105
13412,504629
13413,100794
13414,390945
13415,209694
13416,371432
13417,232974
13418,526681
13419,604492
13420,671212
13421,14868
13422,608157
13423,511723
13424,684124
13425,526709
13426,48999
13427,34469
13428,608578
13429,1035827
13430,178840
13431,509761
13432,85797
13433,609783
13434,410886
13435,84136
13436,98955
13437,615601
13438,594910
13439,610051
13440,607083
13441,610370
13442,418751
13443,692308
13444,85601
13445,607364
13446,607694
13447,607337
13448,516328
13449,675580
13450,1647670
13451,775951
13452,614773
13453,1109769
13454,94698
13455,428410
13456,773767
13457,440243
13458,171820
13459,1210397
13460,1028362
13461,155934
13462,645537
13463,593289
13464,600572
13465,518072
13466,701075
13467,596046
13468,594736
13469,1238217
13470,599809
13471,586661
13472,610387
13473,1711118
13474,31391
13475,590093
13476,710294
13477,492138
13478,695200
13479,597429
13480,1233375
13481,596625
13482,607635
13483,851093
13484,352662
13485,1205464
13486,604124
13487,614707
13488,597425
13489,1044138
13490,780581
13491,577355
13492,640827
13493,408177
13494,789091
13495,1805184
13496,884281
13497,258082
13498,324830
13499,948268
13500,625241
13501,1104127
13502,7919
13503,608362
13504,679510
13505,606664
13506,602091
13507,620326
13508,594386
13509,602304
13510,364527
13511,856097
13512,606823
13513,598923
13514,599159
13515,600703
13516,620698
13517,591856
13518,618929
13519,1209025
13520,602128
13521,605369
13522,607007
13523,512668
13524,697183
13525,516666
13526,690667
13527,949973
13528,85694
13529,693325
13530,688382
13531,600418
13532,598161
13533,528824
13534,698793
13535,597808
13536,1112078
13537,605846
13538,690760
13539,615395
13540,602584
13541,512319
13542,701485
13543,339131
13544,2069681
13545,614690
13546,1198051
13547,610705
13548,609187
13549,603862
13550,427713
13551,779580
13552,611176
13553,605882
13554,606343
13555,576168
13556,604189
13557,542994
13558,687763
13559,593248
13560,630447
13561,508140
13562,608281
13563,688435
13564,622622
13565,581735
13566,592576
13567,624429
13568,513744
13569,691485
13570,596339
13571,599919
13572,523840
13573,694122
13574,606685
13575,606447
13576,609345
13577,600678
13578,602144
13579,611842
13580,597884
13581,604307
13582,612721
13583,614150
13584,598210
13585,595179
13586,562290
13587,43137
13588,849165
13589,360153
13590,608684
13591,602966
13592,587057
13593,629695
13594,589309
13595,606008
13596,613730
13597,605436
13598,603404
13599,602461
13600,596487
13601,630897
13602,583713
13603,606564
13604,602122
13605,561467
13606,46592
13607,605359
13608,593053
13609,610068
13610,603157
13611,558733
13612,63757
13613,594028
13614,1320478
13615,500808
13616,574606
13617,626438
13618,639881
13619,587009
13620,595114
13621,608050
13622,547512
13623,57860
13624,594889
13625,610467
13626,638550
13627,568775
13628,608931
13629,605089
13630,596533
13631,557534
13632,39265
13633,623241
13634,546465
13635,61537
13636,597761
13637,599036
13638,611327
13639,263283
13640,333205
13641,615811
13642,601162
13643,620590
13644,601129
13645,1195434
13646,610604
13647,598041
13648,598521
13649,610456
13650,611255
13651,583784
13652,624464
13653,635476
13654,583006
13655,1116468
13656,111737
13657,6533
13658,1170130
13659,1208289
13660,592730
13661,613493
13662,600155
13663,606317
13664,319892
13665,286483
13666,616527
13667,598062
13668,1814432
13669,607389
13670,556322
13671,61345
13672,590347
13673,602684
13674,612201
13675,600064
13676,609992
13677,610804
13678,603718
13679,589541
13680,539445
13681,74284
13682,610316
13683,598097
13684,606799
13685,609988
13686,597684
13687,595739
13688,676484
13689,538159
13690,609553
13691,604690
13692,600601
13693,594836
13694,613035
13695,597116
13696,617545
13697,606496
13698,191302
13699,412865
13700,642331
13701,572841
13702,594319
13703,600106
13704,614071
13705,1217932
13706,601930
13707,597804
13708,611063
13709,608186
13710,597513
13711,593818
13712,617058
13713,625287
13714,601684
13715,561166
13716,49276
13717,602100
13718,6826
13719,609170
13720,601003
13721,569793
13722,1848752
13723,595206
13724,587091
13725,605676
13726,605804
13727,625499
13728,622998
13729,586575
13730,615923
13731,609140
13732,578742
13733,11002
13734,605117
13735,608355
13736,605420
13737,616158
13738,560689
13739,667574
13740,577225
13741,604471
13742,573824
13743,594086
13744,657671
13745,598629
13746,571723
13747,602634
13748,632752
13749,577192
13750,647325
13751,599759
13752,579281
13753,597444
13754,605035
13755,603347
13756,606456
13757,609344
13758,628048
13759,657432
13760,529905
13761,560810
13762,729898
13763,616418
13764,1397044
13765,1038093
13766,706427
13767,666916
13768,974157
13769,697352
13770,1979817
13771,822853
13772,919137
13773,2413033
13774,2162892
13775,1372903
13776,1909400
13777,430090
13778,1859302
13779,616663
13780,2242776
13781,1843035
13782,19192
13783,1132764
13784,639302
13785,1805404
13786,51668
13787,45900
13788,715464
13789,1184971
13790,1392395
13791,1732797
13792,1210145
13793,90084
13794,2906319
13795,791953
13796,5264111
13797,616366
13798,270323
13799,849304
13800,264560
13801,605200
13802,3531023
13803,179405
13804,1639596
13805,63127
13806,1052926
13807,723589
13808,669982
13809,1284502
13810,364570
13811,2923724
13812,749313
13813,1924569
13814,4135344
13815,533453
13816,760185
13817,1752102
13818,535874
13819,753966
13820,1553090
13821,171943
13822,2934714
13823,10388
13824,239343
13825,447119
13826,1820338
13827,1629699
13828,173782
13829,91883
13830,1722930
13831,109452
13832,929800
13833,173405
13834,3707343
13835,1317188
13836,1003305
13837,434189
13838,96467
13839,91671
13840,4140293
13841,4508882
13842,936196
13843,3096038
13844,718883
13845,1265871
13846,1579680
13847,4804628
13848,3425791
13849,2304474
13850,6021778
13851,874913
13852,377270
13853,664323
13854,776441
13855,1197597
13856,153319
13857,729848
13858,26058
13859,117545
13860,175813
13861,4319282
13862,105054
13863,86050
13864,81912
13865,141168
13866,16029
13867,107356
13868,601899
13869,598228
13870,547098
13871,48432
13872,13840
13873,597513
13874,611119
13875,229169
13876,300836
13877,683970
13878,539241
13879,84028
13880,1189883
13881,540419
13882,64112
13883,607627
13884,604215
13885,594974
13886,614335
13887,599915
13888,595377
13889,620913
13890,590235
13891,269746
13892,319423
13893,554095
13894,681197
13895,602185
13896,598009
13897,586828
13898,630681
13899,583873
13900,548303
13901,5112
13902,68118
13903,2099
13904,2916
13905,1466997
13906,351066
13907,16439
13908,587547
13909,584186
13910,113156
13911,80148
13912,81962
13913,335511
13914,620991
13915,596320
13916,619225
13917,596288
13918,537065
13919,65502
13920,284009
13921,925053
13922,607318
13923,531695
13924,674855
13925,601101
13926,606969
13927,544704
13928,665639
13929,546797
13930,668840
13931,526506
13932,661481
13933,1226157
13934,608174
13935,527552
13936,77750
13937,600536
13938,607865
13939,521726
13940,75238
13941,538073
13942,593173
13943,28299
13944,43372
13945,556814
13946,673897
13947,532199
13948,67875
13949,600860
13950,612124
13951,607028
13952,1123500
13953,77796
13954,949
13955,529124
13956,2593
13957,600059
13958,593462
13959,343171
13960,862358
13961,99653
13962,180359
13963,335477
13964,98075
13965,250854
13966,931710
13967,607122
13968,607337
13969,605563
13970,1814490
13971,17007
13972,584737
13973,664449
13974,550052
13975,601039
13976,606455
13977,534842
13978,65882
13979,24682
13980,1815516
13981,578495
13982,604118
13983,613133
13984,603039
13985,605701
13986,606925
13987,603455
13988,605331
13989,604110
13990,606331
13991,604970
13992,602937
13993,601772
13994,611559
13995,535310
13996,670562
13997,601774
13998,609176
13999,605165
14000,189369
14001,1094738
14002,88488
14003,437506
14004,603026
14005,550095
14006,1205916
14007,654076
14008,618462
14009,597584
14010,608514
14011,600516
14012,607414
14013,591210
14014,263705
14015,295619
14016,602124
14017,666178
14018,613139
14019,594270
14020,538930
14021,68850
14022,602424
14023,1737222
14024,623419
14025,668270
14026,176227
14027,522238
14028,157238
14029,453631
14030,504647
14031,535412
14032,65022
14033,614145
14034,608294
14035,604849
14036,536777
14037,594704
14038,679938
14039,600095
14040,601045
14041,624160
14042,594012
14043,606183
14044,590681
14045,526086
14046,681758
14047,1756368
14048,670179
14049,604616
14050,598308
14051,608019
14052,608143
14053,603777
14054,604169
14055,605087
14056,601732
14057,606910
14058,607025
14059,604750
14060,604563
14061,601704
14062,530656
14063,711770
14064,585017
14065,527224
14066,621323
14067,657234
14068,594333
14069,609210
14070,619101
14071,599213
14072,583399
14073,637238
14074,1813327
14075,520837
14076,837197
14077,618564
14078,461810
14079,236388
14080,24018
14081,320447
14082,609048
14083,612432
14084,1241709
14085,568419
14086,619928
14087,581025
14088,532832
14089,676707
14090,23620
14091,585692
14092,605754
14093,588053
14094,628227
14095,694807
14096,512658
14097,26093241
14098,598945
14099,609263
14100,61
14101,47
14102,240779
14103,111
14104,113
14105,617477
14106,1207129
14107,3359366
14108,207
14109,1319
14110,1229759
14111,152332
14112,69006
14113,2020
14114,2428666
14115,57
14116,91
14117,1195801
14118,1769
14119,1994
14120,953321
14121,254
14122,513
14123,817271
14124,777
14125,1640
14126,130407
14127,1123686
14128,141
14129,129
14130,564663
14131,6786690
14132,89
14133,28
14134,2245987
14135,792
14136,6261
14137,1728271
14138,169217
14139,87
14140,220
14141,607636
14142,1117260
14143,1223537
14144,204
14145,100
14146,502860
14147,38
14148,5155
14149,1753722
14150,137
14151,328
14152,1955715
14153,12
14154,93
14155,4740076
14156,34
14157,224
14158,770041
14159,13913
14160,888
14161,709121
14162,2144854
14163,4899292
14164,820180
14165,1091647
14166,3384759
14167,59
14168,208
14169,1386695
14170,437308
14171,323107
14172,3549582
14173,1293660
14174,4382
14175,2176581
14176,2463206
14177,3161064
14178,1100583
14179,1987424
14180,148
14181,438120
14182,6725495
14183,2265734
14184,3018
14185,1291208
14186,2404397
14187,719907
14188,415114
14189,1192365
14190,3310
14191,62183
14192,657108
14193,574
14194,55452
14195,1293558
14196,294142
14197,516
14198,59664
14199,100103
14200,608
14201,54596
14202,2872820
14203,700116
14204,567101
14205,1754624
14206,155607
14207,370325
14208,1313571
14209,1264292
14210,154133
14211,884132
14212,379672
14213,1445602
14214,1892304
14215,1920047
14216,1210944
14217,90799
14218,493749
14219,623658
14220,69446
14221,2933116
14222,609568
14223,1221515
14224,4817798
14225,17649
14226,1032844
14227,1554602
14228,1140970
14229,1016924
14230,282311
14231,4046926
14232,1888787
14233,247812
14234,162
14235,1252
14236,1198407
14237,710366
14238,1451031
14239,6241
14240,3996081
14241,69512
14242,1901374
14243,931
14244,5529
14245,1018558
14246,2453626
14247,396
14248,723
14249,3796395
14250,1661
14251,978
14252,1110925
14253,3878
14254,3939
14255,780487
14256,519373
14257,2321395
14258,1333
14259,1591
14260,1710690
14261,633708
14262,155870
14263,6529
14264,77089
14265,3377369
14266,59524
14267,233
14268,115372
14269,2322975
14270,2085
14271,289
14272,1900691
14273,512580
14274,1047229
14275,776126
14276,32
14277,44
14278,3111590
14279,447450
14280,68393
14281,246
14282,770767
14283,3034886
14284,293
14285,506
14286,1463670
14287,512
14288,825
14289,2560237
14290,9797
14291,30
14292,2444436
14293,937
14294,244
14295,1248
14296,66967
14297,109131
14298,223
14299,702
14300,580112
14301,1636431
14302,553406
14303,2329
14304,159
14305,828363
14306,1506175
14307,1537600
14308,95
14309,132
14310,937041
14311,1739261
14312,11764
14313,1310
14314,3705364
14315,16
14316,18
14317,1209783
14318,782716
14319,70994
14320,143
14321,345010
14322,84086
14323,598154
14324,444535
14325,67422
14326,21877
14327,622585
14328,132164
14329,626327
14330,1111105
14331,1720309
14332,27148
14333,76
14334,37
14335,2415468
14336,1209151
14337,115
14338,73
14339,1815648
14340,877483
14341,844359
14342,6803
14343,158256
14344,3525982
14345,20353
14346,101
14347,614008
14348,777954
14349,424603
14350,425
14351,309
14352,188923
14353,659357
