Index,Release Note,Release Note Abstract
183,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🎉 Major features and improvements

JENKINS-64107 - Convert SSHD module to a plugin (#5049) @kuisathaverat

🚀 New features and improvements

Downgrade recently-upgraded detached plugins (#5311) @basil
upgrade to winstone 5.14 to include Jetty 9.4.37.v20210219 (#5302) @olamy
Remove hardcode of JKS for use other key stores (#5266) @gulyaev13

🐛 Bug fixes

JENKINS-64510 - Necessary pieces to get TCP agent reconnect working. (#5138) @jeffret-b
Upgrade to winstone 5.15 to include Jetty 9.4.38.v20210224 (#5317) @olamy
Small code cleanups (#5301) @jvz

📦 Dependency updates

Bump remoting from 4.6 to 4.7 (#5292) @dependabot
upgrade to winstone 5.14 to include Jetty 9.4.37.v20210219 (#5302) @olamy
Bump jline from 2.12 to 2.14.6 (#5272) @dependabot

👻 Maintenance

Small code cleanups (#5301) @jvz

All contributors: @basil, @daniel-beck, @dependabot, @dependabot[bot], @gulyaev13, @jeffret-b, @jenkins-release-bot, @jvz, @kuisathaverat, @olamy and @oleg-nenashev","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🎉 Major features and improvements
JENKINS-64107 - Convert SSHD module to a plugin (#5049) @kuisathaverat
🚀 New features and improvements
Downgrade recently-upgraded detached plugins (#5311) @basil
upgrade to winstone 5.14 to include Jetty 9.4.37.v20210219 (#5302) @olamy
Remove hardcode of JKS for use other key stores (#5266) @gulyaev13
🐛 Bug fixes
JENKINS-64510 - Necessary pieces to get TCP agent reconnect working. (#5138) @jeffret-b
Upgrade to winstone 5.15 to include Jetty 9.4.38.v20210224 (#5317) @olamy
Small code cleanups (#5301) @jvz
📦 Dependency updates
Bump remoting from 4.6 to 4.7 (#5292) @dependabot
upgrade to winstone 5.14 to include Jetty 9.4.37.v20210219 (#5302) @olamy
Bump jline from 2.12 to 2.14.6 (#5272) @dependabot
👻 Maintenance
Small code cleanups (#5301) @jvz
All contributors: @basil, @daniel-beck, @dependabot, @dependabot[bot], @gulyaev13, @jeffret-b, @jenkins-release-bot, @jvz, @kuisathaverat, @olamy and @oleg-nenashev"
184,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements

removed some less workarounds for IE<11 (#5280) @StefanSpieker
Improve button focus states and customizability (#5291) @fqueiruga
Better @DataBoundConstructor hygiene for ParameterDefinition’s (#5275) @jglick
Revert ""Clean up VirtualFile after adding base implementation (#5212)"" (#5298) @daniel-beck

🐛 Bug fixes

Revert symbol-annotation bump (#5293) @jglick

👷 Changes for plugin developers

Revert symbol-annotation bump (#5293) @jglick
Better @DataBoundConstructor hygiene for ParameterDefinition’s (#5275) @jglick

All contributors: @StefanSpieker, @daniel-beck, @fqueiruga, and @jglick","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements
removed some less workarounds for IE<11 (#5280) @StefanSpieker
Improve button focus states and customizability (#5291) @fqueiruga
Better @DataBoundConstructor hygiene for ParameterDefinition’s (#5275) @jglick
Revert ""Clean up VirtualFile after adding base implementation (#5212)"" (#5298) @daniel-beck
🐛 Bug fixes
Revert symbol-annotation bump (#5293) @jglick
👷 Changes for plugin developers
Revert symbol-annotation bump (#5293) @jglick
Better @DataBoundConstructor hygiene for ParameterDefinition’s (#5275) @jglick
All contributors: @StefanSpieker, @daniel-beck, @fqueiruga, and @jglick"
185,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🐛 Major bug fixes

JENKINS-64840 - Fix searching multiple update sites (#5281) @rsandell

🚀 New features and improvements

Bump jna from 5.6.0 to 5.7.0 (#5273) @dependabot
Add Polish translations (#5271) @damianszczepanik

🐛 Bug Fixes

JENKINS-41727 - Reload update center data on upgrade/downgrade (#5282) @timja

📦 Dependency updates

Bump spring-security-bom from 5.4.2 to 5.4.4 (#5285) @dependabot
Bump maven-jarsigner-plugin from 1.2 to 3.0.0 (#5239) @dependabot
Bump jna from 5.6.0 to 5.7.0 (#5273) @dependabot

All contributors: @damianszczepanik, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @oleg-nenashev, @rsandell and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🐛 Major bug fixes
JENKINS-64840 - Fix searching multiple update sites (#5281) @rsandell
🚀 New features and improvements
Bump jna from 5.6.0 to 5.7.0 (#5273) @dependabot
Add Polish translations (#5271) @damianszczepanik
🐛 Bug Fixes
JENKINS-41727 - Reload update center data on upgrade/downgrade (#5282) @timja
📦 Dependency updates
Bump spring-security-bom from 5.4.2 to 5.4.4 (#5285) @dependabot
Bump maven-jarsigner-plugin from 1.2 to 3.0.0 (#5239) @dependabot
Bump jna from 5.6.0 to 5.7.0 (#5273) @dependabot
All contributors: @damianszczepanik, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @oleg-nenashev, @rsandell and @timja"
186,See the changelog and upgrade guide,See the changelog and upgrade guide
187,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🐛 Bug Fixes

JENKINS-64775 - Restores plugin details in DOM (#5236) @alecharp
JENKINS-64805 - Fixes IE11 error on the available tab (#5263) @fqueiruga

All contributors: @alecharp, @basil, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot, @jsoref and @jvz","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🐛 Bug Fixes
JENKINS-64775 - Restores plugin details in DOM (#5236) @alecharp
JENKINS-64805 - Fixes IE11 error on the available tab (#5263) @fqueiruga
All contributors: @alecharp, @basil, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot, @jsoref and @jvz"
188,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements

JENKINS-64650 - : Upgrade Commons FileUpload from 1.3.1-jenkins-2 to 1.4 (#5174) @basil

🐛 Bug Fixes

JENKINS-64746 - public API hudson.model.UpdateCenter.HudsonUpgradeJob constructor signature change (#5216) @escoem

📦 Dependency updates

Bump bridge-method-annotation from 1.13 to 1.18 (#5210) @dependabot
Bump annotation-indexer from 1.12 to 1.14 (#5208) @dependabot
Bump commons-compress from 1.19 to 1.20 (#5209) @dependabot

All contributors: @MarkEWaite, @StefanSpieker, @basil, @dependabot, @dependabot[bot], @escoem, @fqueiruga, @jenkins-release-bot, @oleg-nenashev, @res0nance and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements
JENKINS-64650 - : Upgrade Commons FileUpload from 1.3.1-jenkins-2 to 1.4 (#5174) @basil
🐛 Bug Fixes
JENKINS-64746 - public API hudson.model.UpdateCenter.HudsonUpgradeJob constructor signature change (#5216) @escoem
📦 Dependency updates
Bump bridge-method-annotation from 1.13 to 1.18 (#5210) @dependabot
Bump annotation-indexer from 1.12 to 1.14 (#5208) @dependabot
Bump commons-compress from 1.19 to 1.20 (#5209) @dependabot
All contributors: @MarkEWaite, @StefanSpieker, @basil, @dependabot, @dependabot[bot], @escoem, @fqueiruga, @jenkins-release-bot, @oleg-nenashev, @res0nance and @timja"
189,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements

Improvements to the accessibility and color palette for job config and new item forms  (#5176) @fqueiruga
Improve performance when saving Fingerprints to disk (#5198) @res0nance

All contributors: @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot and @res0nance","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements
Improvements to the accessibility and color palette for job config and new item forms  (#5176) @fqueiruga
Improve performance when saving Fingerprints to disk (#5198) @res0nance
All contributors: @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot and @res0nance"
190,See https://www.jenkins.io/changelog-stable/#v2.263.3,See link
191,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.

JENKINS-64655 - Provide default implementation for external storage (#5191) @Wadeck
JENKINS-64632 - File handle leak correction (#5188) @Wadeck
JENKINS-64621 - Fix zip regression (#5187) @Wadeck

🚀 New features and improvements

JENKINS-28022 - Make descriptions copy-able without zero-width spaces (#5021) @gdubicki
Bump spring-security-bom from 5.4.1 to 5.4.2 (#5166) @dependabot
Bump commons-codec from 1.14 to 1.15 (#5165) @dependabot

📦 Dependency updates

Bump spring-security-bom from 5.4.1 to 5.4.2 (#5166) @dependabot
Bump commons-codec from 1.14 to 1.15 (#5165) @dependabot

All contributors: @MarkEWaite, @StefanSpieker, @Wadeck, @basil, @daniel-beck, @dependabot, @dependabot[bot], @gdubicki, @jeffret-b, @jenkins-release-bot, @jonsten, @oleg-nenashev, @res0nance and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
JENKINS-64655 - Provide default implementation for external storage (#5191) @Wadeck
JENKINS-64632 - File handle leak correction (#5188) @Wadeck
JENKINS-64621 - Fix zip regression (#5187) @Wadeck
🚀 New features and improvements
JENKINS-28022 - Make descriptions copy-able without zero-width spaces (#5021) @gdubicki
Bump spring-security-bom from 5.4.1 to 5.4.2 (#5166) @dependabot
Bump commons-codec from 1.14 to 1.15 (#5165) @dependabot
📦 Dependency updates
Bump spring-security-bom from 5.4.1 to 5.4.2 (#5166) @dependabot
Bump commons-codec from 1.14 to 1.15 (#5165) @dependabot
All contributors: @MarkEWaite, @StefanSpieker, @Wadeck, @basil, @daniel-beck, @dependabot, @dependabot[bot], @gdubicki, @jeffret-b, @jenkins-release-bot, @jonsten, @oleg-nenashev, @res0nance and @timja"
192,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
🔒 Security fixes

See security advisory

All contributors: @daniel-beck, @jeffret-b, and @jvz","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
🔒 Security fixes
See security advisory
All contributors: @daniel-beck, @jeffret-b, and @jvz"
193,See https://www.jenkins.io/changelog-stable/#v2.263.2,See link
194,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.

Ignore jakarta.mail upgrades with dependabot (#5150) @timja

🚀 New features and improvements

JENKINS-58101 - Cache blockage reasons when considering parked executors (#5082) @res0nance

🐛 Bug Fixes

JENKINS-64439 - ""positive-number"" field validator accepts non valid java numbers (#5145) @benebsiny

📦 Dependency updates

Bump actions/upload-artifact from v2.2.1 to v2.2.2 (#5151) @dependabot
Bump jnr-posix from 3.0.45 to 3.1.4 (#5129) @dependabot
Bump jna from 5.3.1 to 5.6.0 (#5125) @dependabot

All contributors: @StefanSpieker, @basil, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @oleg-nenashev, @res0nance and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
Ignore jakarta.mail upgrades with dependabot (#5150) @timja
🚀 New features and improvements
JENKINS-58101 - Cache blockage reasons when considering parked executors (#5082) @res0nance
🐛 Bug Fixes
JENKINS-64439 - ""positive-number"" field validator accepts non valid java numbers (#5145) @benebsiny
📦 Dependency updates
Bump actions/upload-artifact from v2.2.1 to v2.2.2 (#5151) @dependabot
Bump jnr-posix from 3.0.45 to 3.1.4 (#5129) @dependabot
Bump jna from 5.3.1 to 5.6.0 (#5125) @dependabot
All contributors: @StefanSpieker, @basil, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @oleg-nenashev, @res0nance and @timja"
195,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements

JENKINS-63833 - Make the groovy script source customizable (#4965) @PierreBtz
JENKINS-64483 - Hide collapse link if it isn't possible (#5132) @daniel-beck
Update stapler to 1.262 (#5111) @timja

🐛 Bug Fixes

JENKINS-64504 - stuck plugin manager buttons (#5137) @fqueiruga

📦 Dependency updates

Bump release-drafter/release-drafter from v5.12.1 to v5.13.0 (#5142) @dependabot

All contributors: @MarkEWaite, @PierreBtz, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @gnikonorov, @jenkins-release-bot, @oleg-nenashev and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements
JENKINS-63833 - Make the groovy script source customizable (#4965) @PierreBtz
JENKINS-64483 - Hide collapse link if it isn't possible (#5132) @daniel-beck
Update stapler to 1.262 (#5111) @timja
🐛 Bug Fixes
JENKINS-64504 - stuck plugin manager buttons (#5137) @fqueiruga
📦 Dependency updates
Bump release-drafter/release-drafter from v5.12.1 to v5.13.0 (#5142) @dependabot
All contributors: @MarkEWaite, @PierreBtz, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @gnikonorov, @jenkins-release-bot, @oleg-nenashev and @timja"
196,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚨 Removed

Remove support for queue.txt format (replaced by XML in 2009) (#5123) @oleg-nenashev
Removed admin monitor related to ZFS (#5047) @jglick

🚀 New features and improvements

Replaced deprecated Configuration with SystemProperties (#4962) @StefanSpieker
Remove support for queue.txt format (replaced by XML in 2009) (#5123) @oleg-nenashev
Winstone 5.13: Update Eclipse Jetty from 9.4.33.v20201020 to 9.4.35.v20201120 (#5122) @oleg-nenashev
Removed admin monitor related to ZFS (#5047) @jglick

🐛 Bug Fixes

JENKINS-64465 - Fix race condition on HudsonFilter#reset (#5131) @amuniz
JENKINS-64445 - Fix null safety for plugin categories (#5121) @oleg-nenashev

📦 Dependency updates

Ignore is a list for dependabot (#5127) @timja
Bump xstream from 1.4.14 to 1.4.15 (#5115) @dependabot

All contributors: @StefanSpieker, @amuniz, @basil, @batmat, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @oleg-nenashev and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚨 Removed
Remove support for queue.txt format (replaced by XML in 2009) (#5123) @oleg-nenashev
Removed admin monitor related to ZFS (#5047) @jglick
🚀 New features and improvements
Replaced deprecated Configuration with SystemProperties (#4962) @StefanSpieker
Remove support for queue.txt format (replaced by XML in 2009) (#5123) @oleg-nenashev
Winstone 5.13: Update Eclipse Jetty from 9.4.33.v20201020 to 9.4.35.v20201120 (#5122) @oleg-nenashev
Removed admin monitor related to ZFS (#5047) @jglick
🐛 Bug Fixes
JENKINS-64465 - Fix race condition on HudsonFilter#reset (#5131) @amuniz
JENKINS-64445 - Fix null safety for plugin categories (#5121) @oleg-nenashev
📦 Dependency updates
Ignore is a list for dependabot (#5127) @timja
Bump xstream from 1.4.14 to 1.4.15 (#5115) @dependabot
All contributors: @StefanSpieker, @amuniz, @basil, @batmat, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @oleg-nenashev and @timja"
197,"Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See https://jenkins.io/changelog/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements

Remove bundled cvs plugin (#5102) @daniel-beck

🐛 Bug Fixes

JENKINS-64426 - Don't tell user's to signup if they can't (#5114) @timja
JENKINS-64332 - Set freestyle description font size correctly (#5113) @timja
JENKINS-64390 - make FieldUtils behave as it used to (#5105) @jtnord

:construction_worker: Changes for plugin developers

JENKINS-64403 - Declare the page variable ""divBasedFormLayout"" globally, not only inside forms (#5075) @EstherAF

👻 Maintenance

Remove traces from jquery-detached from core (#5107) @fqueiruga

All contributors: @EstherAF, @Fargk, @MarkEWaite, @RaRe2604, @StefanSpieker, @batmat, @belingueres, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot, @jglick, @jtnord, @oleg-nenashev, @res0nance and @timja","Disclaimer: This is an automatically generated changelog draft for Jenkins weekly releases. 
See link/ for the official changelogs.
For changelog.yaml drafts see GitHub action artifacts attached to release commits.
🚀 New features and improvements
Remove bundled cvs plugin (#5102) @daniel-beck
🐛 Bug Fixes
JENKINS-64426 - Don't tell user's to signup if they can't (#5114) @timja
JENKINS-64332 - Set freestyle description font size correctly (#5113) @timja
JENKINS-64390 - make FieldUtils behave as it used to (#5105) @jtnord
:construction_worker: Changes for plugin developers
JENKINS-64403 - Declare the page variable ""divBasedFormLayout"" globally, not only inside forms (#5075) @EstherAF
👻 Maintenance
Remove traces from jquery-detached from core (#5107) @fqueiruga
All contributors: @EstherAF, @Fargk, @MarkEWaite, @RaRe2604, @StefanSpieker, @batmat, @belingueres, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @fqueiruga, @jenkins-release-bot, @jglick, @jtnord, @oleg-nenashev, @res0nance and @timja"
