Index,Release Note
115,"What's Changed

Fix link to dependsOn section in configuration from getting started in documentation by @rafaeltab in https://github.com/vercel/turborepo/pull/1326
Prevent side effects when looking for config files. by @nathanhammond in https://github.com/vercel/turborepo/pull/1328
Follow up to porting run to cobra by @gsoltis in https://github.com/vercel/turborepo/pull/1327
fix(create-turbo): yarn berry & lint fix by @tknickman in https://github.com/vercel/turborepo/pull/1341
Add missing command to package.json scripts by @zvictor in https://github.com/vercel/turborepo/pull/1342
Fix error loading Docs of StoryBook by @mcmontseny in https://github.com/vercel/turborepo/pull/1344
Remove afero. by @nathanhammond in https://github.com/vercel/turborepo/pull/1339
fix(docs): update circleci remote cache docs by @tknickman in https://github.com/vercel/turborepo/pull/1345
chore(remotecache): remove beta wording by @tknickman in https://github.com/vercel/turborepo/pull/1350
fix(cli): add colors back for cache hit log line by @tknickman in https://github.com/vercel/turborepo/pull/1346
typo in pnpm-workspace.yaml filename by @bertspaan in https://github.com/vercel/turborepo/pull/1356
Disable linking. by @nathanhammond in https://github.com/vercel/turborepo/pull/1354
Log to temp files then rename by @gsoltis in https://github.com/vercel/turborepo/pull/1351
Revert ""Log to temp files then rename"" by @gsoltis in https://github.com/vercel/turborepo/pull/1360
Bump global cache key by @gsoltis in https://github.com/vercel/turborepo/pull/1362
Added ""outputLogs"" Configuration Option by @ObliviousHarmony in https://github.com/vercel/turborepo/pull/1332
Revert #1297 by @nathanhammond in https://github.com/vercel/turborepo/pull/1375
Fix parsing concurrency as a number or percent by @gsoltis in https://github.com/vercel/turborepo/pull/1371

Internal

Add @tknickman to CODEOWNERS by @nathanhammond in https://github.com/vercel/turborepo/pull/1358
Expand the blocking labels for Kodiak. by @nathanhammond in https://github.com/vercel/turborepo/pull/1364
Bump lint-staged from 12.5.0 to 13.0.0 by @dependabot in https://github.com/vercel/turborepo/pull/1318
Code Housekeeping by @nathanhammond in https://github.com/vercel/turborepo/pull/1367
Configure Dependabot by @nathanhammond in https://github.com/vercel/turborepo/pull/1365
Run lint against Go 1.17 to constrain introduction of 1.18 features. by @nathanhammond in https://github.com/vercel/turborepo/pull/1374
Handle running the tests by a logged-in user by @gsoltis in https://github.com/vercel/turborepo/pull/1402

New Contributors

@zvictor made their first contribution in https://github.com/vercel/turborepo/pull/1342
@mcmontseny made their first contribution in https://github.com/vercel/turborepo/pull/1344
@bertspaan made their first contribution in https://github.com/vercel/turborepo/pull/1356
@ObliviousHarmony made their first contribution in https://github.com/vercel/turborepo/pull/1332

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.16...v1.2.17-canary.0"
116,"create-turbo

fix(create-turbo): fix ui lint in pnpm example by @tknickman in https://github.com/vercel/turborepo/pull/1325

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.15...v1.2.16"
117,"Core

Options cleanup by @gsoltis in https://github.com/vercel/turborepo/pull/1295
fix(yarn): include prerelease versions in constraints by @tknickman in https://github.com/vercel/turborepo/pull/1314
Create noopCache to ensure that users always have a valid cache object. by @nathanhammond in https://github.com/vercel/turborepo/pull/1317
Port run to cobra by @gsoltis in https://github.com/vercel/turborepo/pull/1298
Port prune command to cobra by @gsoltis in https://github.com/vercel/turborepo/pull/1300
fix example eslint custom config by @jpsc in https://github.com/vercel/turborepo/pull/1301
feat(create-turbo): use basename as app name by @tknickman in https://github.com/vercel/turborepo/pull/1321
Fix eslint config pkg name by @helgee in https://github.com/vercel/turborepo/pull/1302
Add default env vars by @gsoltis in https://github.com/vercel/turborepo/pull/1322

Docs

Route around pnpm action by @gsoltis in https://github.com/vercel/turborepo/pull/1297
docs: Fix a class in FooterLink by @nguyenvukhang in https://github.com/vercel/turborepo/pull/1303
docs: Add Workspaces guide by @rafaeltab in https://github.com/vercel/turborepo/pull/884
docs: Improve getting started by @jaredpalmer in https://github.com/vercel/turborepo/pull/1095
docs: fix workspaces link by @david-castaneda in https://github.com/vercel/turborepo/pull/1316
docs: Add a little next steps section to /getting-started by @jaredpalmer in https://github.com/vercel/turborepo/pull/1313

New Contributors

@nguyenvukhang made their first contribution in https://github.com/vercel/turborepo/pull/1303
@rafaeltab made their first contribution in https://github.com/vercel/turborepo/pull/884
@david-castaneda made their first contribution in https://github.com/vercel/turborepo/pull/1316
@jpsc made their first contribution in https://github.com/vercel/turborepo/pull/1301
@helgee made their first contribution in https://github.com/vercel/turborepo/pull/1302

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.14...v1.2.15"
118,"Core

Ensure logs are flushed before we attempt to cache them by @gsoltis in https://github.com/vercel/turborepo/pull/1293

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.13...v1.2.14"
119,"Core

Add additional debugging for tarring files by @gsoltis in https://github.com/vercel/turborepo/pull/1291

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.12...v1.2.13"
120,"Core

Adopt doublestar, disable traversing symlinks in globwalk by @gsoltis in https://github.com/vercel/turborepo/pull/1275

Examples

Fix a typo in design-system example README.md by @saeed-mosavat in https://github.com/vercel/turborepo/pull/1285

Docs

Document how to opt in to root tasks by @gsoltis in https://github.com/vercel/turborepo/pull/1260

New Contributors

@saeed-mosavat made their first contribution in https://github.com/vercel/turborepo/pull/1285

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.11...v1.2.12"
121,"Core

Compile regexes once by @gsoltis in https://github.com/vercel/turborepo/pull/1228
fix: Remove unused arguments and code paths. by @nathanhammond in https://github.com/vercel/turborepo/pull/1234
feat(cobra): port unlink command to cobra by @Xenfo in https://github.com/vercel/turborepo/pull/1203
Implement root tasks by @gsoltis in https://github.com/vercel/turborepo/pull/1040
Resolve symlinks when determining cwd by @gsoltis in https://github.com/vercel/turborepo/pull/1246
Add some tests for copy behavior by @gsoltis in https://github.com/vercel/turborepo/pull/1242
Remove unused --stream option by @gsoltis in https://github.com/vercel/turborepo/pull/1251
Fan out example checking in github actions by @jaredpalmer in https://github.com/vercel/turborepo/pull/1259
chore: Extract a couple packages by @gsoltis in https://github.com/vercel/turborepo/pull/1252
Wrap cache in abstraction layer for a run and for a package task by @gsoltis in https://github.com/vercel/turborepo/pull/1256

Examples

Add Storybook and Changsets to design system example. by @leerob in https://github.com/vercel/turborepo/pull/1255
fix: Add GitHub Actions to design system by @jaredpalmer in https://github.com/vercel/turborepo/pull/1271

Docs

docs: fix link to Scoped builds from Microsoft Lage by @bennycode in https://github.com/vercel/turborepo/pull/1240
docs: Set TURBO_REMOTE_ONLY to true in GH Actions recipe by @jaredpalmer in https://github.com/vercel/turborepo/pull/1262

New Contributors

@bennycode made their first contribution in https://github.com/vercel/turborepo/pull/1240

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.9...v1.2.10"
122,"Core

Compile regexes once by @gsoltis in https://github.com/vercel/turborepo/pull/1228
fix: Remove unused arguments and code paths. by @nathanhammond in https://github.com/vercel/turborepo/pull/1234
feat(cobra): port unlink command to cobra by @Xenfo in https://github.com/vercel/turborepo/pull/1203
Implement root tasks by @gsoltis in https://github.com/vercel/turborepo/pull/1040
Resolve symlinks when determining cwd by @gsoltis in https://github.com/vercel/turborepo/pull/1246
Add some tests for copy behavior by @gsoltis in https://github.com/vercel/turborepo/pull/1242

Docs

docs: fix link to Scoped builds from Microsoft Lage by @bennycode in https://github.com/vercel/turborepo/pull/1240

New Contributors

@bennycode made their first contribution in https://github.com/vercel/turborepo/pull/1240

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.9...v1.2.10-canary.0"
123,"Core

git integration cleanup by @gsoltis in https://github.com/vercel/turborepo/pull/1194
Add better diagnostic errors when we fail to hash files with git by @gsoltis in https://github.com/vercel/turborepo/pull/1195
feat(cobra): add bin command by @Xenfo in https://github.com/vercel/turborepo/pull/906
Better logging for failing to upload an artifact by @maschwenk in https://github.com/vercel/turborepo/pull/1201
feat(cobra): port logout command to cobra by @Xenfo in https://github.com/vercel/turborepo/pull/1204
Send proper paths to git cmd for file hashing by @gsoltis in https://github.com/vercel/turborepo/pull/1216
Add self-ref check when build task graph by @Kingwl in https://github.com/vercel/turborepo/pull/1141
Refactor PackageManager to return information about the workspace. by @nathanhammond in https://github.com/vercel/turborepo/pull/1187
Support wslview on linux runtime, don't error on failure to open browser by @gsoltis in https://github.com/vercel/turborepo/pull/1215
Skip cache fetch for tasks that are marked cache: false by @gsoltis in https://github.com/vercel/turborepo/pull/1224
Apply inputs filter to uncommitted changes by @gsoltis in https://github.com/vercel/turborepo/pull/1223
Don't filter non-existent tasks in dry run by @gsoltis in https://github.com/vercel/turborepo/pull/1225

Docs

docs: better gh-actions example by @Kikobeats in https://github.com/vercel/turborepo/pull/1197
Revert ""docs: better gh-actions example"" by @nathanhammond in https://github.com/vercel/turborepo/pull/1219

New Contributors

@maschwenk made their first contribution in https://github.com/vercel/turborepo/pull/1201

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.8...v1.2.9"
124,"Core

Refactor PackageManager to return information about the workspace. by @nathanhammond in https://github.com/vercel/turborepo/pull/1187
Support wslview on linux runtime, don't error on failure to open browser by @gsoltis in https://github.com/vercel/turborepo/pull/1215
Skip cache fetch for tasks that are marked cache: false by @gsoltis in https://github.com/vercel/turborepo/pull/1224
Apply inputs filter to uncommitted changes by @gsoltis in https://github.com/vercel/turborepo/pull/1223

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.9-canary.0...v1.2.9-canary.1"
125,"Core

git integration cleanup by @gsoltis in https://github.com/vercel/turborepo/pull/1194
Add better diagnostic errors when we fail to hash files with git by @gsoltis in https://github.com/vercel/turborepo/pull/1195
feat(cobra): add bin command by @Xenfo in https://github.com/vercel/turborepo/pull/906
Better logging for failing to upload an artifact by @maschwenk in https://github.com/vercel/turborepo/pull/1201
Add self-ref check when build task graph by @Kingwl in https://github.com/vercel/turborepo/pull/1141
feat(cobra): port logout command to cobra by @Xenfo in https://github.com/vercel/turborepo/pull/1204
Send proper paths to git cmd for file hashing by @gsoltis in https://github.com/vercel/turborepo/pull/1216

Docs

Revert ""docs: better gh-actions example"" by @nathanhammond in https://github.com/vercel/turborepo/pull/1219
docs: better gh-actions example by @Kikobeats in https://github.com/vercel/turborepo/pull/1197

New Contributors

@maschwenk made their first contribution in https://github.com/vercel/turborepo/pull/1201

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.8...v1.2.9-canary.0"
126,"Core

fix: allow cache outputs external, but relative to packages by @nathanhammond in https://github.com/vercel/turborepo/pull/1192
fix: don't output usage or errors from cobra in error scenarios by @gsoltis in https://github.com/vercel/turborepo/pull/1193

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.7...v1.2.8"
127,"Core

Remove test directories from workspace ignores. by @nathanhammond in https://github.com/vercel/turborepo/pull/1145
Implement status check for SSO login by @gsoltis in https://github.com/vercel/turborepo/pull/1139
Handle 403s by @gsoltis in https://github.com/vercel/turborepo/pull/1116
docs: pin pnpm versions in ci to 6 by @Ethan-Arrowood in https://github.com/vercel/turborepo/pull/1165
Include pipeline definition in global hash by @gsoltis in https://github.com/vercel/turborepo/pull/1166
Add experimental turbo-ignore package by @jaredpalmer in https://github.com/vercel/turborepo/pull/1154

Disallow naked returns by @gsoltis in https://github.com/vercel/turborepo/pull/1177


Address all SSA-dependent lint. by @nathanhammond in https://github.com/vercel/turborepo/pull/1181

Error on no caches by @gsoltis in https://github.com/vercel/turborepo/pull/1169
Add afero to Config, Refactor Config file access by @gsoltis in https://github.com/vercel/turborepo/pull/1156

Docs

Fix dark mode of the documentation website by @shuding in https://github.com/vercel/turborepo/pull/1191

Examples

examples: Set with-changesets GitHub Action branch to be main by @jaredpalmer in https://github.com/vercel/turborepo/pull/1189
Better ESLint configuration examples by @nathanhammond in https://github.com/vercel/turborepo/pull/1172
Update eslint naming in examples and add lint script to ui package by @jaredpalmer in https://github.com/vercel/turborepo/pull/1174
ESLint: one more spot change by @nathanhammond in https://github.com/vercel/turborepo/pull/1180

Internal

Add fixship merge-blocking label. by @nathanhammond in https://github.com/vercel/turborepo/pull/1171
Fix kodiak config by @jaredpalmer in https://github.com/vercel/turborepo/pull/1175
Remove unused golint. by @nathanhammond in https://github.com/vercel/turborepo/pull/1170

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.6...v1.2.7"
