Index,Release Note
101,"What's Changed

chore(deps): update dependency postcss to v8.4.16 by @renovate in https://github.com/vercel/turborepo/pull/1669
chore(deps): update nextjs monorepo to v12.2.4 by @renovate in https://github.com/vercel/turborepo/pull/1670
Make it easier to copy paste command from README by @mehulkar in https://github.com/vercel/turborepo/pull/1678
fix: Remove corepack upgrade step from corepack build target by @chris-olszewski in https://github.com/vercel/turborepo/pull/1668
update: create-turbo templates to use react v18 by @joelhooks in https://github.com/vercel/turborepo/pull/1685
docs: Update with-nextjs readme to add prisma starter link by @Misikir in https://github.com/vercel/turborepo/pull/1682
Flip benchmark to manual, only run on ubuntu, add protoc setup by @gsoltis in https://github.com/vercel/turborepo/pull/1687
fix: 🐛 typo by @futantan in https://github.com/vercel/turborepo/pull/1688
refactor: Prune prefactor by @chris-olszewski in https://github.com/vercel/turborepo/pull/1689
Remove references to baseBranch by @mehulkar in https://github.com/vercel/turborepo/pull/1681
fix(deps): update dependency @react-aria/radio to v3.3.0 by @renovate in https://github.com/vercel/turborepo/pull/1679
output to terminal when we are just waiting for cache uploads by @gsoltis in https://github.com/vercel/turborepo/pull/1686
create-turbo: improve test cases and make them pass by @mehulkar in https://github.com/vercel/turborepo/pull/1655
chore(cli): fix comment by @tknickman in https://github.com/vercel/turborepo/pull/1697

1283 - Fixed json5 support by @bguedes-moz in https://github.com/vercel/turborepo/pull/1472

Use git hash-object instead of git ls-files for inputs hashing by @gsoltis in https://github.com/vercel/turborepo/pull/1699
Move more fields out of Config by @gsoltis in https://github.com/vercel/turborepo/pull/1461
create-turbo: Add tests to assert package installation works by @mehulkar in https://github.com/vercel/turborepo/pull/1698
chore(ci): test all other packages in CI by @tknickman in https://github.com/vercel/turborepo/pull/1709
Increase timeout for tests involving npm install by @mehulkar in https://github.com/vercel/turborepo/pull/1714
Wait for initial delay even with no TTY by @gsoltis in https://github.com/vercel/turborepo/pull/1713
Add yarn/berry switch in create-turbo tests. by @nathanhammond in https://github.com/vercel/turborepo/pull/1712
Add n8n to showcase by @ivov in https://github.com/vercel/turborepo/pull/1661
Run benchmarks, push data to tinybird and gh-pages by @gsoltis in https://github.com/vercel/turborepo/pull/1715
add Xata to showcase list by @atilafassina in https://github.com/vercel/turborepo/pull/1675
Remove MacOS from suggested setup by @alexander-young in https://github.com/vercel/turborepo/pull/1716
MacOS times out on large monorepo by @gsoltis in https://github.com/vercel/turborepo/pull/1721
Add back symlinks in fs cache by @gsoltis in https://github.com/vercel/turborepo/pull/1453
Removed blocks from storybook import by @samuelhorn in https://github.com/vercel/turborepo/pull/1725
Document how to run unit tests by @mehulkar in https://github.com/vercel/turborepo/pull/1726
Fix instructions for running a single Go unit test by @mehulkar in https://github.com/vercel/turborepo/pull/1728
fix(docs): fix showcase layout shift by @tknickman in https://github.com/vercel/turborepo/pull/1727
run_state refactor by @gsoltis in https://github.com/vercel/turborepo/pull/1711
Run go mod tidy by @mehulkar in https://github.com/vercel/turborepo/pull/1734
Invert automerging behavior from Kodiak by @mehulkar in https://github.com/vercel/turborepo/pull/1735
Minor editorial, grammatical, and spelling improvments to docs by @mehulkar in https://github.com/vercel/turborepo/pull/1701
Improve docs on how to get started debugging by @mehulkar in https://github.com/vercel/turborepo/pull/1736
Update CODEOWNERS with team by @mehulkar in https://github.com/vercel/turborepo/pull/1737
[create-turbo] Remove registry argument to install. by @nathanhammond in https://github.com/vercel/turborepo/pull/1742
minor pipelines.mdx typo by @laurentlucian in https://github.com/vercel/turborepo/pull/1743
fix(cli): fallback to manual hashing for global by @tknickman in https://github.com/vercel/turborepo/pull/1747
Turbo Config refactor by @mehulkar in https://github.com/vercel/turborepo/pull/1739

New Contributors

@joelhooks made their first contribution in https://github.com/vercel/turborepo/pull/1685
@Misikir made their first contribution in https://github.com/vercel/turborepo/pull/1682
@futantan made their first contribution in https://github.com/vercel/turborepo/pull/1688
@bguedes-moz made their first contribution in https://github.com/vercel/turborepo/pull/1472
@ivov made their first contribution in https://github.com/vercel/turborepo/pull/1661
@atilafassina made their first contribution in https://github.com/vercel/turborepo/pull/1675
@alexander-young made their first contribution in https://github.com/vercel/turborepo/pull/1716
@samuelhorn made their first contribution in https://github.com/vercel/turborepo/pull/1725
@laurentlucian made their first contribution in https://github.com/vercel/turborepo/pull/1743

Full Changelog: https://github.com/vercel/turborepo/compare/v1.4.3...v1.4.4-canary.0"
102,"What's Changed

Make the ESPN logo less chonky on /showcase by @jaredpalmer in https://github.com/vercel/turborepo/pull/1613
docs: add N26 to showcase list by @brunojppb in https://github.com/vercel/turborepo/pull/1610
chore(owners): add chris & mehul by @tknickman in https://github.com/vercel/turborepo/pull/1616
Make releasing more-defensive of errors. by @nathanhammond in https://github.com/vercel/turborepo/pull/1618
Update showcase by @jaredpalmer in https://github.com/vercel/turborepo/pull/1621
feat(cli): add TURBO_CI_VENDOR_ENV_KEY by @tknickman in https://github.com/vercel/turborepo/pull/1622
feat(packages): eslint-plugin-turbo by @tknickman in https://github.com/vercel/turborepo/pull/1620
chore(deps): update dependency autoprefixer to v10.4.8 by @renovate in https://github.com/vercel/turborepo/pull/1625
chore(deps): update dependency @types/react to v17.0.48 by @renovate in https://github.com/vercel/turborepo/pull/1624
feat(packages): eslint-config-turbo by @tknickman in https://github.com/vercel/turborepo/pull/1628
fix(examples): fix cra ui package by @tknickman in https://github.com/vercel/turborepo/pull/1629
Revert ""hotfix: set height on marquee to avoid layout shift"" by @mehulkar in https://github.com/vercel/turborepo/pull/1631
Correct the license identifiers. by @nathanhammond in https://github.com/vercel/turborepo/pull/1638
feat(examples): add vite by @tknickman in https://github.com/vercel/turborepo/pull/1573
chore(deps): update dependency @babel/core to v7.18.10 by @renovate in https://github.com/vercel/turborepo/pull/1634
feat(examples) update examples & starters to use eslint config by @tknickman in https://github.com/vercel/turborepo/pull/1639
chore(deps): update dependency tailwindcss to v3.1.8 by @renovate in https://github.com/vercel/turborepo/pull/1635
fix(deps): update dependency @react-types/radio to v3.2.2 by @renovate in https://github.com/vercel/turborepo/pull/1643
fix(deps): update dependency copy-to-clipboard to v3.3.2 by @renovate in https://github.com/vercel/turborepo/pull/1644
switch e2e tests to use corepack by @chris-olszewski in https://github.com/vercel/turborepo/pull/1632
fix: remove debug action from CI by @chris-olszewski in https://github.com/vercel/turborepo/pull/1649
docs: fix turbo prune with docker blog example by @erj826 in https://github.com/vercel/turborepo/pull/1596
fix(berry arg parsing) by @chris-olszewski in https://github.com/vercel/turborepo/pull/1612
Make the defensive behavior correct. by @nathanhammond in https://github.com/vercel/turborepo/pull/1651
Weird makefile differences by @nathanhammond in https://github.com/vercel/turborepo/pull/1653
Attempt at an alternative corepack implementation. by @nathanhammond in https://github.com/vercel/turborepo/pull/1656
Update 1-4 blog post by @jaredpalmer in https://github.com/vercel/turborepo/pull/1658
Fix tab/spaces for 1.4 post. by @leerob in https://github.com/vercel/turborepo/pull/1659
Additional details on invisible environment variables. by @nathanhammond in https://github.com/vercel/turborepo/pull/1665

New Contributors

@brunojppb made their first contribution in https://github.com/vercel/turborepo/pull/1610
@chris-olszewski made their first contribution in https://github.com/vercel/turborepo/pull/1632

Full Changelog: https://github.com/vercel/turborepo/compare/v1.4.2...v1.4.3"
103,"What's Changed

1.4 blog post. by @nathanhammond in https://github.com/vercel/turborepo/pull/1593
fix: modern yarn lockfile parsing error by @erj826 in https://github.com/vercel/turborepo/pull/1597
Inferencing for environment variables. by @nathanhammond in https://github.com/vercel/turborepo/pull/1599
docs: Add dark/light mode aware ThemedImage and ThemedImageFigure by @jaredpalmer in https://github.com/vercel/turborepo/pull/1604
docs: update deprecated notice for serial option by @naffydharni006 in https://github.com/vercel/turborepo/pull/1602
chore(deps): update nextjs monorepo to v12.2.3 by @renovate in https://github.com/vercel/turborepo/pull/1544
Await publish before attempting lockfile update. by @nathanhammond in https://github.com/vercel/turborepo/pull/1611

New Contributors

@naffydharni006 made their first contribution in https://github.com/vercel/turborepo/pull/1602

Full Changelog: https://github.com/vercel/turborepo/compare/v1.4.0...v1.4.2"
104,"Blog Post
Turborepo 1.4
What's Changed

fix(deps): update dependency @react-stately/radio to v3.4.1 by @renovate in https://github.com/vercel/turborepo/pull/1552
fix(turbo-ignore): build on error by @tknickman in https://github.com/vercel/turborepo/pull/1565
fix(deps): update dependency axios to v0.27.2 by @renovate in https://github.com/vercel/turborepo/pull/1566
chore(deps): update dependency @babel/core to v7.18.9 by @renovate in https://github.com/vercel/turborepo/pull/1560
fix(deps): update dependency @react-aria/ssr to v3.2.0 by @renovate in https://github.com/vercel/turborepo/pull/1551
fix(deps): update dependency execa to v5.1.1 by @renovate in https://github.com/vercel/turborepo/pull/1570
feat(turbo-ignore): update to support vercel CI by @tknickman in https://github.com/vercel/turborepo/pull/1578
Add /showcase by @jaredpalmer in https://github.com/vercel/turborepo/pull/1584
Use GoReleaser for Builds by @nathanhammond in https://github.com/vercel/turborepo/pull/1455
Use new future next image component and priority prop by @jaredpalmer in https://github.com/vercel/turborepo/pull/1588
.css should be never included in content field by @B2o5T in https://github.com/vercel/turborepo/pull/1589
Update lockfile after version bump by @nathanhammond in https://github.com/vercel/turborepo/pull/1591
feat(cli): auto hash framework env vars by @tknickman in https://github.com/vercel/turborepo/pull/1580

New Contributors

@B2o5T made their first contribution in https://github.com/vercel/turborepo/pull/1589

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.4...v1.4.0"
105,"What's Changed

fix(deps): update dependency @react-types/radio to v3.2.1 by @renovate in https://github.com/vercel/turborepo/pull/1553
Move fixtures to correct directory. by @nathanhammond in https://github.com/vercel/turborepo/pull/1561
fix(cli): don’t exit when no tasks are found by @tknickman in https://github.com/vercel/turborepo/pull/1564

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.3...v1.3.4"
106,"What's Changed

fix(create-turbo): pnpm peer deps error by @tknickman in https://github.com/vercel/turborepo/pull/1559

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.2...v1.3.3"
107,"Core

Update schema generation script invocation. by @nathanhammond in https://github.com/vercel/turborepo/pull/1436
fix(cli): cache with correct file perms by @tknickman in https://github.com/vercel/turborepo/pull/1429
Watch task outputs to avoid cache restorations by @gsoltis in https://github.com/vercel/turborepo/pull/1269
Vendor chrometracing, add Close method by @gsoltis in https://github.com/vercel/turborepo/pull/1443
Fix symlink mode check. by @nathanhammond in https://github.com/vercel/turborepo/pull/1447
Fix hashing uncommitted changes by @gsoltis in https://github.com/vercel/turborepo/pull/1448
Cross-compile amd64. by @nathanhammond in https://github.com/vercel/turborepo/pull/1452
fix(cli): prefer IsDir() over explicit type check by @tknickman in https://github.com/vercel/turborepo/pull/1445
Add test to confirm that file copying works as expected. by @nathanhammond in https://github.com/vercel/turborepo/pull/1450
fix: remove suggestion of using fetch-depth by @harshcut in https://github.com/vercel/turborepo/pull/1438
Chip away at path migration by @gsoltis in https://github.com/vercel/turborepo/pull/1459
Implement allowing both sides of git comparison by @gsoltis in https://github.com/vercel/turborepo/pull/1442
Move some fields out of Config by @gsoltis in https://github.com/vercel/turborepo/pull/1460
chore: remove redundant .turbo by @shayc in https://github.com/vercel/turborepo/pull/1475
Depending on root tasks should work by @gsoltis in https://github.com/vercel/turborepo/pull/1485
Implement filesystem cookies for filewatch ordering by @gsoltis in https://github.com/vercel/turborepo/pull/1410
Label root package in dependency graph by @gsoltis in https://github.com/vercel/turborepo/pull/1491
Implement fsevents by @gsoltis in https://github.com/vercel/turborepo/pull/1419
Bug: Fix logic that wipes out part of the config by @StevenMatchett in https://github.com/vercel/turborepo/pull/1527
Add schema.json to create-turbo templates by @jaredpalmer in https://github.com/vercel/turborepo/pull/1537
Filter in package by @nathanhammond in https://github.com/vercel/turborepo/pull/1538

Internal

Ensure we fail if no examples are run by @gsoltis in https://github.com/vercel/turborepo/pull/1441
Bump e2e pnpm to 7 by @gsoltis in https://github.com/vercel/turborepo/pull/1444
Add missing dependencies to OSX setup by @trevorr in https://github.com/vercel/turborepo/pull/1487
Add golang to OSX setup by @neolivz in https://github.com/vercel/turborepo/pull/1492
Configure Renovate by @renovate in https://github.com/vercel/turborepo/pull/1499
chore(deps): update dependency @types/react to v17.0.47 by @renovate in https://github.com/vercel/turborepo/pull/1514
chore(deps): update dependency ts-json-schema-generator to v0.98.0 by @renovate in https://github.com/vercel/turborepo/pull/1516
chore(renovate): support go mod tidy by @tknickman in https://github.com/vercel/turborepo/pull/1515
fix(deps): update dependency @heroicons/react to v1.0.6 by @renovate in https://github.com/vercel/turborepo/pull/1520
chore(deps): update dependency @babel/core to v7.18.6 by @renovate in https://github.com/vercel/turborepo/pull/1523
chore(deps): update dependency tailwindcss to v3.1.6 by @renovate in https://github.com/vercel/turborepo/pull/1529
chore(deps): update dependency autoprefixer to v10.4.7 by @renovate in https://github.com/vercel/turborepo/pull/1530
chore(deps): update dependency eslint-config-prettier to v8.5.0 by @renovate in https://github.com/vercel/turborepo/pull/1531
chore(deps): update pnpm/action-setup action to v2.2.2 by @renovate in https://github.com/vercel/turborepo/pull/1546
chore(deps): update dependency postcss to v8.4.14 by @renovate in https://github.com/vercel/turborepo/pull/1542
Makefile works for turbobot by @nathanhammond in https://github.com/vercel/turborepo/pull/1550

Examples

feat(examples): add svelte by @tknickman in https://github.com/vercel/turborepo/pull/1458
Fix yarn start not working by @elis in https://github.com/vercel/turborepo/pull/1468
feat(examples): add tailwind by @tknickman in https://github.com/vercel/turborepo/pull/1464
fix: added vite.config and fixes for svelte-next.358 by @oneezy in https://github.com/vercel/turborepo/pull/1496
chore(examples): update tsconfig declaration val by @tknickman in https://github.com/vercel/turborepo/pull/1483
feat(examples): add react-native-web by @tknickman in https://github.com/vercel/turborepo/pull/1486
Fix tailwind example by @kocisov in https://github.com/vercel/turborepo/pull/1500
feat(examples): add nextjs by @tknickman in https://github.com/vercel/turborepo/pull/1506

Documentation

docs(cli): update contributing.md with new deps by @tknickman in https://github.com/vercel/turborepo/pull/1449
Update caching.mdx by @chitchu in https://github.com/vercel/turborepo/pull/1482
fix(docs): update prune compatibility by @tknickman in https://github.com/vercel/turborepo/pull/1505
Typo: verifcation --> verification by @samouri in https://github.com/vercel/turborepo/pull/1517
Add with-prisma example by @NuroDev in https://github.com/vercel/turborepo/pull/979
feat(examples): add cra by @tknickman in https://github.com/vercel/turborepo/pull/1504
Examples fast follows by @tknickman in https://github.com/vercel/turborepo/pull/1526
feat(examples): add docker by @tknickman in https://github.com/vercel/turborepo/pull/1522
chore(examples): clean the kitchen (sink) by @tknickman in https://github.com/vercel/turborepo/pull/1534
[example/kitchensink] allow accessing vite on any ip/hostname  by @zsoldosp in https://github.com/vercel/turborepo/pull/1532
chore(docs): improvements by @tknickman in https://github.com/vercel/turborepo/pull/1540

New Contributors

@harshcut made their first contribution in https://github.com/vercel/turborepo/pull/1438
@shayc made their first contribution in https://github.com/vercel/turborepo/pull/1475
@elis made their first contribution in https://github.com/vercel/turborepo/pull/1468
@chitchu made their first contribution in https://github.com/vercel/turborepo/pull/1482
@trevorr made their first contribution in https://github.com/vercel/turborepo/pull/1487
@oneezy made their first contribution in https://github.com/vercel/turborepo/pull/1496
@neolivz made their first contribution in https://github.com/vercel/turborepo/pull/1492
@kocisov made their first contribution in https://github.com/vercel/turborepo/pull/1500
@renovate made their first contribution in https://github.com/vercel/turborepo/pull/1499
@samouri made their first contribution in https://github.com/vercel/turborepo/pull/1517
@NuroDev made their first contribution in https://github.com/vercel/turborepo/pull/979
@zsoldosp made their first contribution in https://github.com/vercel/turborepo/pull/1532
@StevenMatchett made their first contribution in https://github.com/vercel/turborepo/pull/1527

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.1...v1.3.2"
108,"What's Changed

Makefile works for turbobot by @nathanhammond in https://github.com/vercel/turborepo/pull/1550

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.2-canary.3...v1.3.2-canary.4"
109,"What's Changed

Filter in package by @nathanhammond in https://github.com/vercel/turborepo/pull/1538
chore(deps): update pnpm/action-setup action to v2.2.2 by @renovate in https://github.com/vercel/turborepo/pull/1546
chore(deps): update dependency postcss to v8.4.14 by @renovate in https://github.com/vercel/turborepo/pull/1542
chore(docs): improvements by @tknickman in https://github.com/vercel/turborepo/pull/1540

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.2-canary.2...v1.3.2-canary.3"
110,"What's Changed

fix: added vite.config and fixes for svelte-next.358 by @oneezy in https://github.com/vercel/turborepo/pull/1496
Add golang to OSX setup by @neolivz in https://github.com/vercel/turborepo/pull/1492
Fix tailwind example by @kocisov in https://github.com/vercel/turborepo/pull/1500
Configure Renovate by @renovate in https://github.com/vercel/turborepo/pull/1499
feat(examples): add nextjs by @tknickman in https://github.com/vercel/turborepo/pull/1506
fix(docs): update prune compatibility by @tknickman in https://github.com/vercel/turborepo/pull/1505
chore(deps): update dependency @types/react to v17.0.47 by @renovate in https://github.com/vercel/turborepo/pull/1514
chore(deps): update dependency ts-json-schema-generator to v0.98.0 by @renovate in https://github.com/vercel/turborepo/pull/1516
Typo: verifcation --> verification by @samouri in https://github.com/vercel/turborepo/pull/1517
chore(renovate): support go mod tidy by @tknickman in https://github.com/vercel/turborepo/pull/1515
fix(deps): update dependency @heroicons/react to v1.0.6 by @renovate in https://github.com/vercel/turborepo/pull/1520
chore(deps): update dependency @babel/core to v7.18.6 by @renovate in https://github.com/vercel/turborepo/pull/1523
Add with-prisma example by @NuroDev in https://github.com/vercel/turborepo/pull/979
feat(examples): add cra by @tknickman in https://github.com/vercel/turborepo/pull/1504
Examples fast follows by @tknickman in https://github.com/vercel/turborepo/pull/1526
chore(deps): update dependency tailwindcss to v3.1.6 by @renovate in https://github.com/vercel/turborepo/pull/1529
chore(deps): update dependency autoprefixer to v10.4.7 by @renovate in https://github.com/vercel/turborepo/pull/1530
chore(deps): update dependency eslint-config-prettier to v8.5.0 by @renovate in https://github.com/vercel/turborepo/pull/1531
Implement fsevents by @gsoltis in https://github.com/vercel/turborepo/pull/1419
feat(examples): add docker by @tknickman in https://github.com/vercel/turborepo/pull/1522
chore(examples): clean the kitchen (sink) by @tknickman in https://github.com/vercel/turborepo/pull/1534
[example/kitchensink] allow accessing vite on any ip/hostname  by @zsoldosp in https://github.com/vercel/turborepo/pull/1532
Bug: Fix logic that wipes out part of the config by @StevenMatchett in https://github.com/vercel/turborepo/pull/1527
Add schema.json to create-turbo templates by @jaredpalmer in https://github.com/vercel/turborepo/pull/1537

New Contributors

@oneezy made their first contribution in https://github.com/vercel/turborepo/pull/1496
@neolivz made their first contribution in https://github.com/vercel/turborepo/pull/1492
@kocisov made their first contribution in https://github.com/vercel/turborepo/pull/1500
@samouri made their first contribution in https://github.com/vercel/turborepo/pull/1517
@NuroDev made their first contribution in https://github.com/vercel/turborepo/pull/979
@zsoldosp made their first contribution in https://github.com/vercel/turborepo/pull/1532
@StevenMatchett made their first contribution in https://github.com/vercel/turborepo/pull/1527

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.2-canary.1...v1.3.2-canary.2"
111,"What's Changed

feat(examples): add svelte by @tknickman in https://github.com/vercel/turborepo/pull/1458
docs(cli): update contributing.md with new deps by @tknickman in https://github.com/vercel/turborepo/pull/1449
fix: remove suggestion of using fetch-depth by @harshcut in https://github.com/vercel/turborepo/pull/1438
Chip away at path migration by @gsoltis in https://github.com/vercel/turborepo/pull/1459
Implement allowing both sides of git comparison by @gsoltis in https://github.com/vercel/turborepo/pull/1442
Move some fields out of Config by @gsoltis in https://github.com/vercel/turborepo/pull/1460
chore: remove redundant .turbo by @shayc in https://github.com/vercel/turborepo/pull/1475
Fix yarn start not working by @elis in https://github.com/vercel/turborepo/pull/1468
Update caching.mdx by @chitchu in https://github.com/vercel/turborepo/pull/1482
Depending on root tasks should work by @gsoltis in https://github.com/vercel/turborepo/pull/1485
chore(examples): update tsconfig declaration val by @tknickman in https://github.com/vercel/turborepo/pull/1483
Label root package in dependency graph by @gsoltis in https://github.com/vercel/turborepo/pull/1491
Implement filesystem cookies for filewatch ordering by @gsoltis in https://github.com/vercel/turborepo/pull/1410
feat(examples): add react-native-web by @tknickman in https://github.com/vercel/turborepo/pull/1486
Add missing dependencies to OSX setup by @trevorr in https://github.com/vercel/turborepo/pull/1487
feat(examples): add tailwind by @tknickman in https://github.com/vercel/turborepo/pull/1464

New Contributors

@harshcut made their first contribution in https://github.com/vercel/turborepo/pull/1438
@shayc made their first contribution in https://github.com/vercel/turborepo/pull/1475
@elis made their first contribution in https://github.com/vercel/turborepo/pull/1468
@chitchu made their first contribution in https://github.com/vercel/turborepo/pull/1482
@trevorr made their first contribution in https://github.com/vercel/turborepo/pull/1487

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.2-canary.0...v1.3.2-canary.1"
112,"Core

Update schema generation script invocation. by @nathanhammond in https://github.com/vercel/turborepo/pull/1436
fix(cli): cache with correct file perms by @tknickman in https://github.com/vercel/turborepo/pull/1429
Watch task outputs to avoid cache restorations by @gsoltis in https://github.com/vercel/turborepo/pull/1269
Ensure we fail if no examples are run by @gsoltis in https://github.com/vercel/turborepo/pull/1441
Bump e2e pnpm to 7 by @gsoltis in https://github.com/vercel/turborepo/pull/1444
Vendor chrometracing, add Close method by @gsoltis in https://github.com/vercel/turborepo/pull/1443
fix(cli): prefer IsDir() over explicit type check by @tknickman in https://github.com/vercel/turborepo/pull/1445
Fix symlink mode check. by @nathanhammond in https://github.com/vercel/turborepo/pull/1447
Fix hashing uncommitted changes by @gsoltis in https://github.com/vercel/turborepo/pull/1448
Cross-compile amd64. by @nathanhammond in https://github.com/vercel/turborepo/pull/1452
Add test to confirm that file copying works as expected. by @nathanhammond in https://github.com/vercel/turborepo/pull/1450

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.1...v1.3.2-canary.0"
113,"Core

Ensure maps are accessed with a lock by @gsoltis in https://github.com/vercel/turborepo/pull/1434
Drop -- in pnpm invocation for pnpm 7+ by @gsoltis in https://github.com/vercel/turborepo/pull/1432

Docs

Add blog post for v1.3 by @jaredpalmer in https://github.com/vercel/turborepo/pull/1431

Chore

Remove Dependabot by @nathanhammond in https://github.com/vercel/turborepo/pull/1423

Full Changelog: https://github.com/vercel/turborepo/compare/v1.3.0...v1.3.1"
114,"Blog Post
Turborepo 1.3
Core

Prevent side effects when looking for config files. by @nathanhammond in https://github.com/vercel/turborepo/pull/1328
Follow up to porting run to cobra by @gsoltis in https://github.com/vercel/turborepo/pull/1327
fix(create-turbo): yarn berry & lint fix by @tknickman in https://github.com/vercel/turborepo/pull/1341
Add missing command to package.json scripts by @zvictor in https://github.com/vercel/turborepo/pull/1342
Remove afero. by @nathanhammond in https://github.com/vercel/turborepo/pull/1339
fix(cli): add colors back for cache hit log line by @tknickman in https://github.com/vercel/turborepo/pull/1346
Disable linking. by @nathanhammond in https://github.com/vercel/turborepo/pull/1354
Add @tknickman to CODEOWNERS by @nathanhammond in https://github.com/vercel/turborepo/pull/1358
Log to temp files then rename by @gsoltis in https://github.com/vercel/turborepo/pull/1351
Revert ""Log to temp files then rename"" by @gsoltis in https://github.com/vercel/turborepo/pull/1360
Bump global cache key by @gsoltis in https://github.com/vercel/turborepo/pull/1362
Added ""outputLogs"" Configuration Option by @ObliviousHarmony in https://github.com/vercel/turborepo/pull/1332
Expand the blocking labels for Kodiak. by @nathanhammond in https://github.com/vercel/turborepo/pull/1364
Bump lint-staged from 12.5.0 to 13.0.0 by @dependabot in https://github.com/vercel/turborepo/pull/1318
Code Housekeeping by @nathanhammond in https://github.com/vercel/turborepo/pull/1367
Revert #1297 by @nathanhammond in https://github.com/vercel/turborepo/pull/1375
Fix parsing concurrency as a number or percent by @gsoltis in https://github.com/vercel/turborepo/pull/1371
Configure Dependabot by @nathanhammond in https://github.com/vercel/turborepo/pull/1365
Run lint against Go 1.17 to constrain introduction of 1.18 features. by @nathanhammond in https://github.com/vercel/turborepo/pull/1374
Handle running the tests by a logged-in user by @gsoltis in https://github.com/vercel/turborepo/pull/1402
Upgrade to pnpm v7.2.1 by @jaredpalmer in https://github.com/vercel/turborepo/pull/1403
Use Go 1.17 mode for lint by @gsoltis in https://github.com/vercel/turborepo/pull/1404
We lost -- prefixing passthrough args by @gsoltis in https://github.com/vercel/turborepo/pull/1405
More CI Cleanup by @nathanhammond in https://github.com/vercel/turborepo/pull/1408

Add root boundary to untarring by @gsoltis in https://github.com/vercel/turborepo/pull/1409


Bump github.com/deckarep/golang-set from 1.7.1 to 1.8.0 in /cli by @dependabot in https://github.com/vercel/turborepo/pull/1376

Bump github.com/briandowns/spinner from 1.16.0 to 1.18.1 in /cli by @dependabot in https://github.com/vercel/turborepo/pull/1377
Bump github.com/hashicorp/go-hclog from 1.1.0 to 1.2.1 in /cli by @dependabot in https://github.com/vercel/turborepo/pull/1382
Bump tailwindcss from 3.0.15 to 3.1.3 in /docs by @dependabot in https://github.com/vercel/turborepo/pull/1422
Bump typescript from 4.5.5 to 4.7.4 in /docs by @dependabot in https://github.com/vercel/turborepo/pull/1420
Bump @react-aria/radio from 3.1.8 to 3.2.1 in /docs by @dependabot in https://github.com/vercel/turborepo/pull/1421
Bump github.com/stretchr/testify from 1.7.0 to 1.7.2 in /cli by @dependabot in https://github.com/vercel/turborepo/pull/1378
Bump github.com/AlecAivazis/survey/v2 from 2.2.12 to 2.3.5 in /cli by @dependabot in https://github.com/vercel/turborepo/pull/1379
feat(cli): update the graph arg behavior by @tknickman in https://github.com/vercel/turborepo/pull/1353

docs: Fix yarn tab storage key name by @O4epegb in https://github.com/vercel/turborepo/pull/1428


Remove cancellation workflow, fail-fast. by @nathanhammond in https://github.com/vercel/turborepo/pull/1415

Add gitoutput package, rework all git hashing by @nathanhammond in https://github.com/vercel/turborepo/pull/1239

Docs

Fix link to dependsOn section in configuration from getting started in documentation by @rafaeltab in https://github.com/vercel/turborepo/pull/1326
Fix error loading Docs of StoryBook by @mcmontseny in https://github.com/vercel/turborepo/pull/1344
fix(docs): update circleci remote cache docs by @tknickman in https://github.com/vercel/turborepo/pull/1345
chore(remotecache): remove beta wording by @tknickman in https://github.com/vercel/turborepo/pull/1350
typo in pnpm-workspace.yaml filename by @bertspaan in https://github.com/vercel/turborepo/pull/1356
Friendly spellcheck in README.md by @Jastor11 in https://github.com/vercel/turborepo/pull/1416
Remove duplicate ""have"" by @enBonnet in https://github.com/vercel/turborepo/pull/1430

New Contributors

@zvictor made their first contribution in https://github.com/vercel/turborepo/pull/1342
@mcmontseny made their first contribution in https://github.com/vercel/turborepo/pull/1344
@bertspaan made their first contribution in https://github.com/vercel/turborepo/pull/1356
@ObliviousHarmony made their first contribution in https://github.com/vercel/turborepo/pull/1332
@O4epegb made their first contribution in https://github.com/vercel/turborepo/pull/1428
@enBonnet made their first contribution in https://github.com/vercel/turborepo/pull/1430

Full Changelog: https://github.com/vercel/turborepo/compare/v1.2.16...v1.3.0"
